"Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase","Season","CT.Broadcast"
141,"Hranice","Zubrí",26,30,"12.11.2011","16 : 14",370,"4 : 4","Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",1
142,"Karviná","Jicín",35,29,"12.11.2011","17 : 13",624,"3 : 1","Jirí Opava, Pavel Válek","Rastislav Trtík","Roman Farár","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0
143,"Plzen","Frýdek-Místek",29,32,"12.11.2011","10 : 11",423,"1 : 3","Petr Halada, Dalibor Pavlát","Martin Šetlík","Milan Šedivec","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0
144,"Prerov","Trebon",29,22,"13.11.2011","15 : 8",231,"5 : 1","Jirí Králícek, Milan Letev","Miroslav Frank","Jirí Mužík","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0
145,"Jicín","Plzen",26,26,"27.10.2011","12 : 14",780,"4 : 4","Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0
146,"Trebon","Karviná",22,26,"29.10.2011","11 : 15",220,"2 : 3","Tomáš Bubenícek, Jan Kosmák","Jan Pavlovský","Vladislav Jordák","Rastislav Trtík","Martin Kostelník","RegularPhaseMatch","2011/2012",0
147,"Brno","Hranice",24,36,"29.10.2011","14 : 17",548,"1 : 0","Jirí Králícek, Vangelis Simu","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0
148,"Koprivnice","Prerov",27,34,"29.10.2011","16 : 16",301,"5 : 3","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0
149,"Zubrí","Dukla",22,22,"30.10.2011","10 : 10",800,"1 : 6","Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",1
150,"Frýdek-Místek","Lovosice",28,33,"30.10.2011","14 : 17",315,"4 : 2","Jirí Králícek, Milan Letev","Jirí Kekrt","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",0
151,"Dukla","Hranice",27,24,"22.10.2011","16 : 16",140,"2 : 2","Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Jan Krouský","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0
152,"Karviná","Koprivnice",42,27,"22.10.2011","21 : 12",668,"3 : 0","Jirí Králícek, Milan Letev","Rastislav Trtík","Roman Farár","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0
153,"Plzen","Trebon",30,16,"22.10.2011","12 : 6",400,"0 : 1","Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Milan Šedivec","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0
154,"Prerov","Zubrí",30,30,"23.10.2011","15 : 15",274,"7 : 2","Tomáš Bubenícek, Jan Kosmák","Miroslav Frank","Jirí Mužík","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0
155,"Lovosice","Jicín",26,29,"23.10.2011","15 : 15",814,"3 : 1","Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",1
156,"Frýdek-Místek","Brno",26,27,"23.10.2011","16 : 14",440,"4 : 1","Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0
157,"Brno","Dukla",19,27,"12.10.2011","10 : 11",0,"2 : 1","Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2011/2012",0
158,"Trebon","Lovosice",15,36,"15.10.2011","9 : 19",150,"2 : 0","Petr Halada, Dalibor Pavlát","Jan Pavlovský","Vladislav Jordák","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",0
159,"Jicín","Frýdek-Místek",27,27,"15.10.2011","15 : 13",420,"5 : 2","Bohumil Bruna, René Vostatek","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",1
160,"Koprivnice","Plzen",25,25,"15.10.2011","10 : 14",280,"6 : 3","Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Martin Šetlík","Milan Šedivec","RegularPhaseMatch","2011/2012",0
161,"Hranice","Prerov",28,36,"16.10.2011","10 : 17",280,"3 : 3","Tomáš Bubenícek, Jan Kosmák","Libor Hrabal","Martin Potiška","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0
162,"Zubrí","Karviná",28,21,"16.10.2011","14 : 6",800,"1 : 3","Václav Horácek, Jirí Novotný","Jirí Mika","Ivo Tovaryš","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",1
163,"Prerov","Dukla",28,33,"5.10.2011","14 : 14",184,"2 : 2","Jirí Vetrovský, Martin Zych","Miroslav Frank","Jirí Mužík","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",0
164,"Lovosice","Koprivnice",37,17,"8.10.2011","16 : 9",615,"3 : 1","Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Pavel Haken","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0
165,"Jicín","Brno",29,19,"8.10.2011","15 : 7",590,"5 : 2","Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0
166,"Plzen","Zubrí",16,20,"8.10.2011","11 : 9",820,"0 : 2","Michal Hanák, Petr Novák","Martin Šetlík","Stanislav Raizl","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0
167,"Frýdek-Místek","Trebon",29,22,"9.10.2011","14 : 12",406,"6 : 3","Pavel Novotný, Petr Samek","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0
168,"Karviná","Hranice",33,25,"10.10.2011","17 : 11",738,"4 : 4","Tomáš Bubenícek, Jan Kosmák","Rastislav Trtík","Roman Farár","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",1
169,"Trebon","Jicín",17,32,"1.10.2011","5 : 15",100,"4 : 2","Michal Hanák, Petr Novák","Jan Pavlovský","Vladislav Jordák","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0
170,"Dukla","Karviná",28,21,"1.10.2011","15 : 7",164,"1 : 3","Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",0
171,"Brno","Prerov",23,27,"1.10.2011","13 : 13",204,"0 : 8","Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0
172,"Koprivnice","Frýdek-Místek",26,39,"1.10.2011","12 : 20",112,"0 : 1","Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0
173,"Zubrí","Lovosice",24,21,"2.10.2011","11 : 9",700,"3 : 1","Jirí Opava, Pavel Válek","Jirí Mika","Ivo Tovaryš","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",1
174,"Hranice","Plzen",23,23,"2.10.2011","11 : 16",280,"1 : 4","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0
175,"Trebon","Brno",23,23,"24.9.2011","12 : 10",250,"3 : 3","Bohumil Bruna, René Vostatek","Jan Pavlovský","Zdenek Kubík","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0
176,"Lovosice","Hranice",22,27,"24.9.2011","9 : 16",585,"1 : 2","Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0
177,"Karviná","Prerov",35,26,"24.9.2011","18 : 13",683,"0 : 1","Pavel Novotný, Petr Samek","Rastislav Trtík","Roman Farár","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",0
178,"Plzen","Dukla",21,26,"25.9.2011","10 : 14",520,"1 : 1","Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2011/2012",0
179,"Frýdek-Místek","Zubrí",24,29,"25.9.2011","13 : 17",374,"1 : 2","Václav Horácek, Vangelis Simu","Jirí Kekrt","Petr Mazur","Jirí Mika","Ivo Tovaryš","RegularPhaseMatch","2011/2012",0
180,"Jicín","Koprivnice",40,28,"25.9.2011","18 : 10",450,"3 : 2","Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2011/2012",0
181,"Dukla","Lovosice",24,24,"17.9.2011","15 : 12",180,"1 : 3","Milan Hájek, Karel Macho","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2011/2012",1
182,"Karviná","Brno",37,23,"17.9.2011","19 : 13",567,"3 : 2","Jirí Vetrovský, Martin Zych","Rastislav Trtík","Roman Farár","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0
183,"Koprivnice","Trebon",21,20,"17.9.2011","14 : 8",300,"4 : 1","Jirí Opava, Pavel Válek","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2011/2012",0
184,"Prerov","Plzen",21,22,"18.9.2011","8 : 12",213,"5 : 1","Michal Hanák, Petr Novák","Miroslav Frank","Jirí Mužík","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2011/2012",0
185,"Hranice","Frýdek-Místek",34,31,"18.9.2011","13 : 19",150,"1 : 3","Pavel Novotný, Petr Samek","Libor Hrabal","Martin Potiška","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2011/2012",0
186,"Zubrí","Jicín",26,20,"18.9.2011","12 : 10",700,"4 : 1","Marek Becicka, Jirí Horák","Jirí Mika","Michal Balhárek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2011/2012",0
187,"Trebon","Zubrí",18,32,"10.9.2011","7 : 14",190,"3 : 1","Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2011/2012",0
188,"Koprivnice","Brno",33,20,"10.9.2011","22 : 9",180,"0 : 1","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza","RegularPhaseMatch","2011/2012",0
189,"Plzen","Karviná",21,21,"11.9.2011","9 : 9",400,"2 : 0","Radoslav Kavulic, Libor Skružný","Martin Šetlík","Milan Šedivec","Rastislav Trtík","Roman Farár","RegularPhaseMatch","2011/2012",0
190,"Lovosice","Prerov",28,23,"11.9.2011","11 : 10",450,"0 : 1","Bohumil Bruna, René Vostatek","Vojtech Srba","Pavel Haken","Miroslav Frank","Jirí Mužík","RegularPhaseMatch","2011/2012",1
191,"Frýdek-Místek","Dukla",20,33,"11.9.2011","8 : 15",466,"1 : 3","Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2011/2012",0
192,"Jicín","Hranice",24,21,"11.9.2011","12 : 11",550,"3 : 4","Petr Halada, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2011/2012",0
