"Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase","Season","CT.Broadcast"
11,"Dukla Praha","HBC Ronal Jicín",28,22,"16.5.2018","14 : 10",128,"3 : 3","Tomáš Kozler, Martin Zych","Jan Josef","Jirí Kotrc","Aleš Babák","Petr Kyncl","5thPlaceMatch","2017/2018",0
12,"Pepino SKP Frýdek-Místek","Koprivnice",27,28,"13.5.2018","17 : 15",221,"1 : 3","Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Lubomír Vermirovský","Igor Fulnek","7thPlaceMatch","2017/2018",0
13,"Koprivnice","Pepino SKP Frýdek-Místek",34,30,"19.5.2018","14 : 14",290,"2 : 1","Premysl Fukala, Radek Mohyla","Lubomír Vermirovský","Igor Fulnek","Jirí Kekrt","Petr Mazur","7thPlaceMatch","2017/2018",0
14,"HCB Karviná","HK FCC Mesto Lovosice",28,25,"28.4.2018","14 : 12",802,"5 : 0","Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Roman Jelínek","Pavel Haken","SemifinalsMatch","2017/2018",0
15,"HC ROBE Zubrí","M.A.T. Plzen",30,31,"28.4.2018","14 : 15",1226,"5 : 2","Marek Becicka, Jirí Horák","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl","SemifinalsMatch","2017/2018",0
16,"HCB Karviná","HK FCC Mesto Lovosice",24,18,"29.4.2018","10 : 11",894,"0 : 1","Marek Becicka, Jirí Horák","Marek Michalisko","Jan Užek","Roman Jelínek","Pavel Haken","SemifinalsMatch","2017/2018",0
17,"HC ROBE Zubrí","M.A.T. Plzen",26,24,"29.4.2018","12 : 14",1289,"3 : 2","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl","SemifinalsMatch","2017/2018",0
18,"M.A.T. Plzen","HC ROBE Zubrí",24,22,"5.5.2018","10 : 9",580,"3 : 0","Pavel Blanar, Michael Haramul","Michal Tonar","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš","SemifinalsMatch","2017/2018",0
19,"HK FCC Mesto Lovosice","HCB Karviná",33,38,"5.5.2018","16 : 19",472,"2 : 3","Václav Horácek, Jirí Novotný","Roman Jelínek","Pavel Haken","Marek Michalisko","Jan Užek","SemifinalsMatch","2017/2018",0
20,"M.A.T. Plzen","HC ROBE Zubrí",28,25,"6.5.2018","17 : 13",620,"1 : 3","Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Andrej Titkov","Ivo Tovaryš","SemifinalsMatch","2017/2018",0
21,"HBC Ronal Jicín","Koprivnice",31,24,"28.4.2018","15 : 10",290,"3 : 3","Jirí Králícek, Milan Letev","Aleš Babák","Petr Kyncl","Lubomír Vermirovský","Igor Fulnek","5till8placeMatch","2017/2018",0
22,"Pepino SKP Frýdek-Místek","Dukla Praha",27,31,"29.4.2018","12 : 16",316,"6 : 1","Mojmír Valášek, Jaroslav Vychodil","Jirí Kekrt","Petr Mazur","Jan Josef","Jirí Kotrc","5till8placeMatch","2017/2018",0
23,"Koprivnice","HBC Ronal Jicín",28,29,"1.5.2018","14 : 10",300,"4 : 1","Marek Becicka, Jirí Horák","Lubomír Vermirovský","Igor Fulnek","Aleš Babák","Petr Mašát","5till8placeMatch","2017/2018",0
24,"Dukla Praha","Pepino SKP Frýdek-Místek",27,30,"5.5.2018","13 : 15",62,"1 : 3","Milan Hájek, Karel Macho","Jan Josef","Jirí Kotrc","Jirí Kekrt","Petr Mazur","5till8placeMatch","2017/2018",0
25,"M.A.T. Plzen","Dukla Praha",22,21,"14.4.2018","11 : 11",510,"1 : 1","Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Jan Josef","Jirí Kotrc","QuarterfinalsMatch","2017/2018",0
26,"HK FCC Mesto Lovosice","Koprivnice",31,28,"14.4.2018","12 : 9",818,"2 : 0","Pavel Blanar, Michael Haramul","Roman Jelínek","Pavel Haken","Lubomír Vermirovský","Igor Fulnek","QuarterfinalsMatch","2017/2018",0
27,"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",28,23,"14.4.2018","15 : 10",983,"7 : 6","Marek Becicka, Jirí Horák","Andrej Titkov","Ivo Tovaryš","Jirí Kekrt","Petr Mazur","QuarterfinalsMatch","2017/2018",0
28,"HCB Karviná","HBC Ronal Jicín",29,19,"14.4.2018","13 : 11",790,"1 : 0","Lukáš Frieser, Radoslav Kavulic","Marek Michalisko","Jan Užek","Aleš Babák","Petr Kyncl","QuarterfinalsMatch","2017/2018",0
29,"HCB Karviná","HBC Ronal Jicín",28,26,"15.4.2018","12 : 11",710,"2 : 3","Dalibor Pavlát, Ludek Tocík","Marek Michalisko","Jan Užek","Aleš Babák","Petr Kyncl","QuarterfinalsMatch","2017/2018",0
30,"M.A.T. Plzen","Dukla Praha",24,23,"15.4.2018","14 : 14",530,"4 : 1","Premysl Fukala, Radek Mohyla","Michal Tonar","Stanislav Raizl","Jan Josef","Jirí Kotrc","QuarterfinalsMatch","2017/2018",0
31,"HK FCC Mesto Lovosice","Koprivnice",30,25,"15.4.2018","16 : 14",721,"2 : 4","Mojmír Valášek, Jaroslav Vychodil","Roman Jelínek","Pavel Haken","Lubomír Vermirovský","Igor Fulnek","QuarterfinalsMatch","2017/2018",0
32,"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",30,25,"15.4.2018","12 : 14",1034,"2 : 2","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Jirí Kekrt","Petr Mazur","QuarterfinalsMatch","2017/2018",0
33,"Dukla Praha","M.A.T. Plzen",24,25,"21.4.2018","10 : 9",260,"6 : 3","Pavel Blanar, Michael Haramul","Jan Josef","Jirí Kotrc","Michal Tonar","Stanislav Raizl","QuarterfinalsMatch","2017/2018",0
34,"Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,25,"21.4.2018","10 : 15",429,"3 : 3","Tomáš Bubenícek, Tomáš Petruška","Jirí Kekrt","Petr Mazur","Andrej Titkov","Ivo Tovaryš","QuarterfinalsMatch","2017/2018",0
35,"Koprivnice","HK FCC Mesto Lovosice",36,27,"21.4.2018","19 : 11",650,"3 : 0","Václav Horácek, Jirí Novotný","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken","QuarterfinalsMatch","2017/2018",0
36,"HBC Ronal Jicín","HCB Karviná",25,26,"21.4.2018","12 : 15",405,"3 : 5","Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Marek Michalisko","Jan Užek","QuarterfinalsMatch","2017/2018",0
37,"Koprivnice","HK FCC Mesto Lovosice",30,33,"22.4.2018","17 : 18",680,"6 : 1","Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken","QuarterfinalsMatch","2017/2018",0
38,"Cement Hranice","SKKP Handball Brno",32,32,"9.5.2018","15 : 18",70,"1 : 1","Tomáš Bubenícek, Tomáš Petruška","Martin Marek","Martin Potiška","Ivan Minarík","Vít Kucera","9till12placeMatch","2017/2018",0
39,"HBC Strakonice 1921","Sokol Nové Veselí",26,31,"19.5.2018","14 : 13",320,"3 : 2","Karel Macho, Michal Nezbeda","Roman Marienka","Jaroslav Houska","Pavel Hladík","Stanislav Krcál","9till12placeMatch","2017/2018",0
40,"Sokol Nové Veselí","Cement Hranice",33,26,"6.5.2018","13 : 13",180,"1 : 3","Jirí Špunar, David Šlezingr","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Schober","9till12placeMatch","2017/2018",0
41,"SKKP Handball Brno","HBC Strakonice 1921",30,29,"13.5.2018","15 : 14",150,"2 : 5","Milan Hájek, Karel Macho","Ivan Minarík","Vít Kucera","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0
42,"SKKP Handball Brno","Sokol Nové Veselí",31,35,"5.5.2018","13 : 16",183,"1 : 4","Jirí Opava, Pavel Válek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál","9till12placeMatch","2017/2018",0
43,"HBC Strakonice 1921","Cement Hranice",33,38,"5.5.2018","14 : 18",325,"0 : 4","Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Martin Marek","Martin Schober","9till12placeMatch","2017/2018",0
44,"SKKP Handball Brno","Cement Hranice",36,32,"27.4.2018","18 : 14",228,"2 : 1","Karel Macho, Milan Hájek","Ivan Minarík","Vít Kucera","Martin Marek","Martin Stržínek","9till12placeMatch","2017/2018",0
45,"Sokol Nové Veselí","HBC Strakonice 1921",32,15,"28.4.2018","17 : 7",200,"0 : 1","Premysl Fukala, Radek Mohyla","Pavel Hladík","Stanislav Krcál","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0
46,"Cement Hranice","Sokol Nové Veselí",26,20,"20.4.2018","10 : 7",60,"0 : 0","Adam Baader, Jirí Novotný","Martin Marek","Martin Potiška","Pavel Hladík","Stanislav Krcál","9till12placeMatch","2017/2018",0
47,"HBC Strakonice 1921","SKKP Handball Brno",29,29,"21.4.2018","14 : 14",370,"5 : 3","Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Ivan Minarík","Vít Kucera","9till12placeMatch","2017/2018",0
48,"Sokol Nové Veselí","SKKP Handball Brno",32,24,"13.4.2018","15 : 12",250,"3 : 3","Milan Hájek, Karel Macho","Pavel Hladík","Stanislav Krcál","Ivan Minarík","Vít Kucera","9till12placeMatch","2017/2018",0
49,"Cement Hranice","HBC Strakonice 1921",34,27,"14.4.2018","16 : 12",100,"3 : 1","Tomáš Kozler, Martin Zych","Martin Marek","Martin Potiška","Roman Marienka","Jaroslav Houska","9till12placeMatch","2017/2018",0
50,"HK FCC Mesto Lovosice","HBC Strakonice 1921",38,31,"28.3.2018","19 : 18",490,"2 : 3","Tomáš Kozler, Martin Zych","Roman Jelínek","Pavel Haken","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
51,"M.A.T. Plzen","SKKP Handball Brno",30,26,"28.3.2018","15 : 14",520,"7 : 2","Dalibor Pavlát, Ludek Tocík","Michal Tonar","Stanislav Raizl","Ivan Minarík","Vít Kucera","RegularPhaseMatch","2017/2018",0
52,"HCB Karviná","Dukla Praha",28,28,"30.3.2018","17 : 14",1196,"3 : 5","Milan Hájek, Karel Macho","Marek Michalisko","Jan Užek","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0
53,"Pepino SKP Frýdek-Místek","HC ROBE Zubrí",24,29,"30.3.2018","14 : 12",587,"0 : 2","Mojmír Valášek, Jaroslav Vychodil","Jirí Kekrt","Petr Mazur","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0
54,"Koprivnice","HBC Ronal Jicín",30,23,"30.3.2018","16 : 11",890,"4 : 6","Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0
55,"Sokol Nové Veselí","Cement Hranice",26,25,"30.3.2018","15 : 11",300,"1 : 3","Václav Horácek, Jirí Novotný","Pavel Hladík","Stanislav Krcál","Martin Marek","Martin Potiška","RegularPhaseMatch","2017/2018",0
56,"HBC Ronal Jicín","Pepino SKP Frýdek-Místek",32,22,"24.3.2018","18 : 10",650,"2 : 3","Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0
57,"Dukla Praha","M.A.T. Plzen",25,31,"24.3.2018","13 : 11",360,"3 : 1","Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0
58,"HC ROBE Zubrí","HK FCC Mesto Lovosice",31,21,"24.3.2018","15 : 13",1183,"3 : 2","Premysl Fukala, Radek Mohyla","Andrej Titkov","Matej Šustácek","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0
59,"Cement Hranice","Koprivnice",34,25,"24.3.2018","20 : 9",180,"4 : 4","Marek Becicka, Jirí Horák","Martin Marek","Martin Potiška","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
60,"SKKP Handball Brno","Sokol Nové Veselí",20,29,"24.3.2018","8 : 13",611,"2 : 2","Michal Hanák, Luboš Pavlícek","Ivan Minarík","Vít Kucera","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0
61,"HBC Strakonice 1921","HCB Karviná",29,35,"24.3.2018","17 : 16",405,"2 : 1","Dalibor Pavlát, Ludek Tocík","Roman Marienka","Jaroslav Houska","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0
62,"Cement Hranice","SKKP Handball Brno",24,24,"17.3.2018","14 : 11",120,"3 : 2","Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Ivan Minarík","Jan Schneider","RegularPhaseMatch","2017/2018",0
63,"HK FCC Mesto Lovosice","HBC Ronal Jicín",21,20,"17.3.2018","14 : 12",457,"5 : 1","Jirí Králícek, Milan Letev","Roman Jelínek","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0
64,"Sokol Nové Veselí","Dukla Praha",18,27,"17.3.2018","12 : 14",300,"3 : 0","Tomáš Bubenícek, Tomáš Petruška","Pavel Hladík","Stanislav Krcál","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0
65,"Koprivnice","Pepino SKP Frýdek-Místek",29,32,"17.3.2018","14 : 17",790,"2 : 2","Dalibor Pavlát, Ludek Tocík","Lubomír Vermirovský","Igor Fulnek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0
66,"HCB Karviná","HC ROBE Zubrí",23,28,"18.3.2018","9 : 9",1112,"2 : 0","Václav Horácek, Jirí Novotný","Marek Michalisko","Michal Jašcenko","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0
67,"M.A.T. Plzen","HBC Strakonice 1921",31,21,"18.3.2018","18 : 10",580,"2 : 2","Mojmír Valášek, Jaroslav Vychodil","Michal Tonar","Stanislav Raizl","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
68,"Dukla Praha","Cement Hranice",30,20,"10.3.2018","17 : 12",195,"5 : 3","Adam Baader, Jirí Novotný","Jan Josef","Jirí Kotrc","Libor Hrabal","Martin Stržínek","RegularPhaseMatch","2017/2018",0
69,"SKKP Handball Brno","Koprivnice",29,34,"10.3.2018","16 : 15",503,"1 : 2","Premysl Fukala, Radek Mohyla","Ivan Minarík","Jan Schneider","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
70,"HBC Ronal Jicín","HCB Karviná",24,28,"10.3.2018","10 : 12",580,"3 : 1","Tomáš Bubenícek, Tomáš Petruška","Aleš Babák","Petr Kyncl","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0
71,"HC ROBE Zubrí","M.A.T. Plzen",24,23,"10.3.2018","13 : 14",1182,"2 : 3","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Ivo Tovaryš","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0
72,"HBC Strakonice 1921","Sokol Nové Veselí",24,30,"10.3.2018","15 : 13",405,"2 : 2","Milan Hájek, Karel Macho","Roman Marienka","Jaroslav Houska","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0
73,"Pepino SKP Frýdek-Místek","HK FCC Mesto Lovosice",32,29,"10.3.2018","16 : 11",421,"1 : 6","Pavel Blanar, Michael Haramul","Jirí Kekrt","Petr Mazur","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0
74,"Koprivnice","HK FCC Mesto Lovosice",28,29,"3.3.2018","13 : 13",320,"3 : 4","Michal Hanák, Luboš Pavlícek","Lubomír Vermirovský","Igor Fulnek","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0
75,"SKKP Handball Brno","Dukla Praha",30,32,"3.3.2018","15 : 18",658,"4 : 2","Dalibor Pavlát, Ludek Tocík",,"Vít Kucera","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2017/2018",0
76,"Sokol Nové Veselí","HC ROBE Zubrí",25,27,"3.3.2018","10 : 15",250,"2 : 3","Marek Becicka, Jirí Horák","Pavel Hladík","Stanislav Krcál","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0
77,"HCB Karviná","Pepino SKP Frýdek-Místek",27,22,"4.3.2018","15 : 12",983,"7 : 2","Premysl Fukala, Radek Mohyla","Marek Michalisko","Jan Užek","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0
78,"Cement Hranice","HBC Strakonice 1921",40,28,"4.3.2018","21 : 12",100,"1 : 2","Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
79,"M.A.T. Plzen","HBC Ronal Jicín",23,22,"4.3.2018","12 : 12",460,"2 : 4","Tomáš Kozler, Martin Zych","Michal Tonar","Stanislav Raizl","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0
80,"Dukla Praha","Koprivnice",27,22,"24.2.2018","13 : 11",155,"6 : 1","Milan Hájek, Karel Macho","Daniel Curda","Jirí Kotrc","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
81,"HK FCC Mesto Lovosice","HCB Karviná",25,25,"24.2.2018","12 : 14",623,"2 : 1","Marek Becicka, Jirí Horák","Roman Jelínek","Pavel Haken","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0
82,"SKKP Handball Brno","HBC Strakonice 1921",33,32,"24.2.2018","18 : 9",545,"2 : 5","Adam Baader, Jirí Novotný","Aleš Korínek","Vít Kucera","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
83,"HBC Ronal Jicín","Sokol Nové Veselí",22,21,"24.2.2018","14 : 9",615,"2 : 3","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0
84,"HC ROBE Zubrí","Cement Hranice",34,28,"24.2.2018","21 : 10",1234,"5 : 3","Martin Kosa, Pavel Švidernoch","Andrej Titkov","Ivo Tovaryš","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2017/2018",0
85,"Pepino SKP Frýdek-Místek","M.A.T. Plzen",23,22,"25.2.2018","12 : 11",452,"4 : 2","Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0
86,"Dukla Praha","HBC Strakonice 1921",32,24,"17.2.2018","16 : 13",260,"1 : 1","Martin Kosa, Pavel Švidernoch","Daniel Curda","Jirí Kotrc","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
87,"SKKP Handball Brno","HC ROBE Zubrí",24,27,"17.2.2018","13 : 15",511,"2 : 2","Tomáš Bubenícek, Tomáš Petruška","Aleš Korínek","Vít Kucera","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0
88,"Koprivnice","HCB Karviná",27,32,"17.2.2018","12 : 13",720,"1 : 0","Lukáš Frieser, Radoslav Kavulic","Lubomír Vermirovský","Igor Fulnek","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0
89,"Sokol Nové Veselí","Pepino SKP Frýdek-Místek",25,28,"17.2.2018","13 : 14",300,"2 : 3","Mojmír Valášek, Jaroslav Vychodil","Pavel Hladík","Stanislav Krcál","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2017/2018",0
90,"Cement Hranice","HBC Ronal Jicín",28,22,"18.2.2018","11 : 9",160,"2 : 2","Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0
91,"M.A.T. Plzen","HK FCC Mesto Lovosice",23,30,"18.2.2018","11 : 14",520,"1 : 2","Václav Horácek, Jirí Novotný","Michal Tonar","Stanislav Raizl","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0
92,"HK FCC Mesto Lovosice","Sokol Nové Veselí",40,22,"10.2.2018","21 : 8",532,"2 : 0","Michal Hanák, Luboš Pavlícek","Roman Jelínek","Pavel Haken","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0
93,"HBC Ronal Jicín","SKKP Handball Brno",30,25,"10.2.2018","14 : 10",450,"2 : 1","Marek Becicka, Jirí Horák","Aleš Babák","Petr Kyncl","Aleš Korínek","Vít Kucera","RegularPhaseMatch","2017/2018",0
94,"HC ROBE Zubrí","Dukla Praha",29,28,"10.2.2018","13 : 18",1238,"4 : 4","Premysl Fukala, Radek Mohyla","Andrej Titkov","Ivo Tovaryš","Jirí Kotrc","Jirí Neumann","RegularPhaseMatch","2017/2018",0
95,"HBC Strakonice 1921","Koprivnice",27,27,"10.2.2018","10 : 15",405,"2 : 5","Pavel Blanar, Michael Haramul","Roman Marienka","Jaroslav Houska","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
96,"HCB Karviná","M.A.T. Plzen",30,27,"11.2.2018","12 : 18",920,"4 : 1","Marek Becicka, Jirí Horák","Marek Michalisko","Michal Jašcenko","Michal Tonar","Stanislav Raizl","RegularPhaseMatch","2017/2018",0
97,"Pepino SKP Frýdek-Místek","Cement Hranice",31,30,"11.2.2018","15 : 18",350,"2 : 2","Milan Hájek, Karel Macho","Jirí Kekrt","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0
98,"Dukla Praha","HBC Ronal Jicín",36,25,"3.2.2018","15 : 15",240,"1 : 3","Marek Becicka, Jirí Horák","Daniel Curda","Jirí Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2017/2018",0
99,"SKKP Handball Brno","Pepino SKP Frýdek-Místek",32,30,"3.2.2018","17 : 16",638,"1 : 1","Michal Hanák, Jirí Králícek","Aleš Korínek","Vít Kucera","Petr Mazur","Milan Sikora","RegularPhaseMatch","2017/2018",0
100,"HBC Strakonice 1921","HC ROBE Zubrí",29,26,"3.2.2018","13 : 16",405,"2 : 2","Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Andrej Titkov","Ivo Tovaryš","RegularPhaseMatch","2017/2018",0
101,"Sokol Nové Veselí","HCB Karviná",21,22,"3.2.2018","12 : 12",350,"0 : 5","Lukáš Frieser, Radoslav Kavulic","Pavel Hladík","Stanislav Krcál","Marek Michalisko","Jan Užek","RegularPhaseMatch","2017/2018",0
102,"Cement Hranice","HK FCC Mesto Lovosice",24,27,"4.2.2018","14 : 14",250,"2 : 0","Tomáš Bubenícek, Tomáš Petruška","Libor Hrabal","Martin Potiška","Roman Jelínek","Pavel Haken","RegularPhaseMatch","2017/2018",0
103,"M.A.T. Plzen","Koprivnice",28,26,"4.2.2018","11 : 12",650,"0 : 2","Mojmír Valášek, Jaroslav Vychodil","Michal Tonar","Stanislav Raizl","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
104,"Pepino SKP Frýdek-Místek","Dukla Praha",26,34,"16.12.2017","14 : 14",415,"2 : 5","Lukáš Frieser, Radoslav Kavulic","Lubomír Kavka","Petr Mazur","Jan Josef","Daniel Curda","RegularPhaseMatch","2017/2018",0
105,"HBC Ronal Jicín","HBC Strakonice 1921",34,24,"16.12.2017","18 : 12",460,"6 : 4","Premysl Fukala, Radek Mohyla","Aleš Babák","Petr Kyncl","Roman Marienka","Jaroslav Houska","RegularPhaseMatch","2017/2018",0
106,"HC ROBE Zubrí","Koprivnice",30,30,"16.12.2017","18 : 16",622,"3 : 7","Jirí Králícek, Milan Letev","Andrej Titkov","Ivo Tovaryš","Lubomír Vermirovský","Igor Fulnek","RegularPhaseMatch","2017/2018",0
107,"SKKP Handball Brno","HK FCC Mesto Lovosice",32,29,"16.12.2017","15 : 15",712,"4 : 4","Mojmír Valášek, Jaroslav Vychodil","Aleš Korínek","Vít Kucera","Roman Jelínek","Radek Provinský","RegularPhaseMatch","2017/2018",1
108,"HCB Karviná","Cement Hranice",32,26,"17.12.2017","16 : 14",875,"0 : 1","Lukáš Frieser, Radoslav Kavulic","Marek Michalisko","Jan Užek","Libor Hrabal","Martin Schober","RegularPhaseMatch","2017/2018",0
109,"M.A.T. Plzen","Sokol Nové Veselí",26,22,"17.12.2017","15 : 6",720,"1 : 1","Premysl Fukala, Radek Mohyla","Michal Tonar","Stanislav Raizl","Pavel Hladík","Stanislav Krcál","RegularPhaseMatch","2017/2018",0
110,"HBC Strakonice 1921","Pepino SKP Frýdek-Místek",29,23,"9.12.2017","13 : 14",380,"3 : 1","Tomáš Kozler, Martin Zych","Roman Marienka","Jaroslav Houska","Lubomír Kavka","Petr Mazur","RegularPhaseMatch","2017/2018",0
