"Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase","Season","CT.Broadcast"
20,"Cement Hranice","Dukla Praha",24,26,"11.4.2015","12 : 14",185,"4 : 4","Bohumil Bruna, Petr Halada","Libor Hrabal","Martin Potiška","Jan Josef","Daniel Curda","5till8placeMatch","2014/2015",0
21,"SKP Frýdek-Místek","Gumárny Zubrí",30,26,"12.4.2015","17 : 16",465,"4 : 1","Michal Nezbeda, Václav Zelenka","Aleš Chrastina","Petr Mazur","Jirí Kekrt","Ivo Tovaryš","5till8placeMatch","2014/2015",0
22,"Dukla Praha","Cement Hranice",33,25,"18.4.2015","18 : 9",145,"4 : 4","Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Libor Hrabal","Radim Brož","5till8placeMatch","2014/2015",0
23,"Gumárny Zubrí","SKP Frýdek-Místek",28,19,"18.4.2015","14 : 12",650,"1 : 3","Michal Hanák, Luboš Pavlícek","Jirí Kekrt","Ivo Tovaryš","Aleš Chrastina","Petr Mazur","5till8placeMatch","2014/2015",0
24,"Gumárny Zubrí","Baník OKD Karviná",27,28,"28.3.2015","14 : 8",1250,"5 : 1","Lukáš Frieser, Dalibor Pavlát","Jirí Kekrt","Ivo Tovaryš","Jaroslav Hudecek","Radek Gumolka","QuarterfinalsMatch","2014/2015",0
25,"Cement Hranice","KP Brno",25,27,"28.3.2015","12 : 13",310,"0 : 4","Milan Hájek, Karel Macho","Libor Hrabal","Martin Schober","Andrej Titkov","Jan Pokorný","QuarterfinalsMatch","2014/2015",0
26,"Dukla Praha","A.S.A. Lovosice",22,24,"28.3.2015","12 : 11",325,"4 : 2","Ludek Tocík, Martin Zych","Jan Josef","Jirí Kotrc","Vladimír Šuma","Pavel Haken","QuarterfinalsMatch","2014/2015",0
27,"M.A.T. Plzen","SKP Frýdek-Místek",27,23,"28.3.2015","16 : 14",938,"4 : 5","Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch","2014/2015",0
28,"Cement Hranice","KP Brno",26,27,"29.3.2015","15 : 10",390,"1 : 6","Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Schober","Andrej Titkov","Jan Pokorný","QuarterfinalsMatch","2014/2015",0
29,"Gumárny Zubrí","Baník OKD Karviná",25,30,"29.3.2015","14 : 16",1100,"4 : 0","Václav Horácek, Jirí Novotný","Jirí Kekrt","Ivo Tovaryš","Jaroslav Hudecek","Radek Gumolka","QuarterfinalsMatch","2014/2015",1
30,"Dukla Praha","A.S.A. Lovosice",24,25,"29.3.2015","13 : 14",390,"2 : 2","Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Vladimír Šuma","Pavel Haken","QuarterfinalsMatch","2014/2015",0
31,"M.A.T. Plzen","SKP Frýdek-Místek",25,26,"29.3.2015","14 : 12",320,"2 : 2","Lukáš Frieser, Dalibor Pavlát","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch","2014/2015",0
32,"A.S.A. Lovosice","Dukla Praha",26,25,"4.4.2015","14 : 16",758,"5 : 1","Václav Horácek, Jirí Novotný","Vladimír Šuma","Pavel Haken","Jan Josef","Daniel Curda","QuarterfinalsMatch","2014/2015",1
33,"Baník OKD Karviná","Gumárny Zubrí",31,29,"4.4.2015","16 : 14",1250,"2 : 2","Ludek Tocík, Martin Zych","Jaroslav Hudecek","Radek Gumolka","Jirí Kekrt","Ivo Tovaryš","QuarterfinalsMatch","2014/2015",0
34,"SKP Frýdek-Místek","M.A.T. Plzen",18,19,"4.4.2015","9 : 7",523,"3 : 3","Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","QuarterfinalsMatch","2014/2015",0
35,"KP Brno","Cement Hranice",29,24,"4.4.2015","14 : 8",980,"1 : 1","Jirí Opava, Pavel Válek","Andrej Titkov","Jan Pokorný","Libor Hrabal","Karel Magrla","QuarterfinalsMatch","2014/2015",0
36,"SKP Frýdek-Místek","M.A.T. Plzen",15,23,"5.4.2015","9 : 10",475,"2 : 3","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","QuarterfinalsMatch","2014/2015",1
37,"HC Zlín","Ronal Jicín",22,30,"19.4.2015","13 : 15",201,"4 : 4","Premysl Fukala, Radek Mohyla","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","9till12placeMatch","2014/2015",0
38,"Ronal Jicín","HC Zlín",27,23,"25.4.2015","17 : 10",325,"3 : 1","Pavel Blanar, Michael Haramul","Aleš Babák","Petr Kyncl","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0
39,"Tatran Litovel","Sokol Prerov",41,19,"18.4.2015","26 : 8",408,"1 : 2","Tomáš Bubenícek, Jan Kosmák","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0
40,"Tatran Litovel","Sokol Prerov",32,26,"19.4.2015","15 : 10",353,"2 : 5","Bohumil Bruna, Petr Halada","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0
41,"Sokol Prerov","Tatran Litovel",18,36,"9.5.2015","10 : 17",383,"1 : 5","Václav Horácek, Milan Letev","Jirí Kopecký","Richard Bucek","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0
42,"HC Zlín","Tatran Litovel",23,22,"28.3.2015","16 : 9",333,"4 : 3","Bohumil Bruna, Petr Halada","Jirí Micola","Petr Novák","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0
43,"Ronal Jicín","Sokol Prerov",42,22,"28.3.2015","20 : 11",360,"2 : 2","Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0
44,"Ronal Jicín","Sokol Prerov",34,22,"29.3.2015","18 : 8",290,"2 : 2","Martin Kosa, Pavel Švidernoch","Aleš Babák","Petr Kyncl","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0
45,"HC Zlín","Tatran Litovel",23,22,"29.3.2015","12 : 13",328,"3 : 5","Marek Becicka, Jirí Horák","Jirí Micola","Petr Novák","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0
46,"Sokol Prerov","Ronal Jicín",19,40,"2.4.2015","7 : 21",30,"1 : 4","Tomáš Bubenícek, Jan Kosmák","Jirí Kopecký","Richard Bucek","Aleš Babák","Petr Kyncl","9till12placeMatch","2014/2015",0
47,"Tatran Litovel","HC Zlín",29,25,"4.4.2015","15 : 16",449,"1 : 2","Radoslav Kavulic, Libor Skružný","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0
48,"Tatran Litovel","HC Zlín",21,22,"5.4.2015","11 : 14",432,"1 : 1","Tomáš Bubenícek, Jan Kosmák","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0
49,"Gumárny Zubrí","Dukla Praha",30,27,"14.3.2015","12 : 14",1250,"3 : 5","Milan Hájek, Karel Macho","Jirí Kekrt","Ivo Tovaryš","Jan Josef","Daniel Curda","RegularPhaseMatch","2014/2015",0
50,"A.S.A. Lovosice","Sokol Prerov",40,20,"14.3.2015","18 : 11",576,"1 : 2","Pavel Blanar, Michael Haramul","Vladimír Šuma","Pavel Haken",,"Richard Bucek","RegularPhaseMatch","2014/2015",0
51,"M.A.T. Plzen","SKP Frýdek-Místek",25,19,"14.3.2015","14 : 14",760,"1 : 4","Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
52,"Baník OKD Karviná","Ronal Jicín",32,18,"14.3.2015","17 : 7",1017,"2 : 1","Jirí Opava, Pavel Válek","Jaroslav Hudecek","Radek Gumolka","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0
53,"Tatran Litovel","HC Zlín",28,24,"14.3.2015","11 : 10",432,"2 : 2","Michal Nezbeda, Václav Zelenka","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0
54,"Cement Hranice","KP Brno",30,28,"15.3.2015","15 : 16",420,"1 : 3","Michal Hanák, Luboš Pavlícek","Libor Hrabal","Martin Schober","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch","2014/2015",1
55,"SKP Frýdek-Místek","A.S.A. Lovosice",28,27,"6.3.2015","13 : 11",492,"3 : 2","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0
56,"Ronal Jicín","M.A.T. Plzen",23,24,"7.3.2015","11 : 10",780,"2 : 1","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0
57,"Sokol Prerov","Cement Hranice",26,37,"7.3.2015","10 : 18",185,"0 : 4","Bohumil Bruna, Petr Halada","Jirí Kopecký","Richard Bucek","Libor Hrabal","Martin Schober","RegularPhaseMatch","2014/2015",0
58,"Dukla Praha","Baník OKD Karviná",36,31,"7.3.2015","20 : 12",180,"6 : 2","Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Jaroslav Hudecek","Petr Raszyk","RegularPhaseMatch","2014/2015",0
59,"KP Brno","Tatran Litovel",30,26,"7.3.2015","17 : 17",613,"5 : 0","Milan Hájek, Karel Macho","Andrej Titkov","Jan Pokorný","Kvetoslav Kuba","Jirí Macek","RegularPhaseMatch","2014/2015",0
60,"HC Zlín","Gumárny Zubrí",27,36,"7.3.2015","11 : 16",120,"3 : 4","Marek Becicka, Jirí Horák","Jirí Micola","Petr Novák","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
61,"Baník OKD Karviná","HC Zlín",38,14,"27.2.2015","22 : 5",420,"0 : 1","Tomáš Bubenícek, Jan Kosmák","Jaroslav Hudecek","Petr Raszyk","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0
62,"Tatran Litovel","Sokol Prerov",37,21,"28.2.2015","17 : 13",493,"4 : 4","Martin Kosa, Pavel Švidernoch","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","RegularPhaseMatch","2014/2015",0
63,"Gumárny Zubrí","KP Brno",36,36,"28.2.2015","15 : 17",1150,"0 : 2","Jirí Králícek, Milan Letev","Jirí Kekrt","Ivo Tovaryš","Andrej Titkov","Jan Pokorný","RegularPhaseMatch","2014/2015",0
64,"Ronal Jicín","Dukla Praha",24,23,"1.3.2015","16 : 12",680,"1 : 3","Marek Becicka, Jirí Horák","Aleš Babák","Petr Kyncl","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2014/2015",1
65,"Cement Hranice","SKP Frýdek-Místek",38,29,"1.3.2015","21 : 16",315,"1 : 1","Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Schober","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
66,"M.A.T. Plzen","A.S.A. Lovosice",35,25,"1.3.2015","15 : 15",1180,"0 : 3","Jirí Opava, Pavel Válek","Martin Šetlík","Jirí Hynek","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0
67,"Dukla Praha","M.A.T. Plzen",29,29,"18.2.2015","15 : 15",275,"1 : 2","Lukáš Frieser, Dalibor Pavlát","Jan Josef","Jirí Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0
68,"Sokol Prerov","Gumárny Zubrí",24,39,"20.2.2015","8 : 21",195,"4 : 2","Jirí Kaufman, Filip Procházka","Jirí Kopecký","Richard Bucek","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
69,"Cement Hranice","A.S.A. Lovosice",19,17,"21.2.2015","10 : 11",240,"3 : 1","Ludek Tocík, Martin Zych","Libor Hrabal","Martin Schober","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0
70,"KP Brno","Baník OKD Karviná",27,27,"21.2.2015","13 : 13",630,"4 : 3","Michal Nezbeda, Václav Zelenka","Andrej Titkov","Jan Pokorný","Jaroslav Hudecek","Petr Raszyk","RegularPhaseMatch","2014/2015",0
71,"HC Zlín","Ronal Jicín",28,25,"22.2.2015","15 : 13",320,"3 : 2","Radoslav Kavulic, Libor Skružný","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0
72,"SKP Frýdek-Místek","Tatran Litovel",34,22,"22.2.2015","15 : 10",483,"3 : 1","Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0
73,"Dukla Praha","HC Zlín",35,22,"11.2.2015","18 : 9",275,"4 : 4","Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0
74,"Tatran Litovel","A.S.A. Lovosice",24,35,"14.2.2015","10 : 19",368,"2 : 3","Bohumil Bruna, Petr Halada","Lubomír Krejcír","Jirí Macek","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0
75,"Ronal Jicín","KP Brno",27,18,"14.2.2015","13 : 8",615,"1 : 1","Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch","2014/2015",0
76,"Gumárny Zubrí","SKP Frýdek-Místek",29,23,"14.2.2015","13 : 9",950,"6 : 2","Michal Nezbeda, Václav Zelenka","Jirí Kekrt","Ivo Tovaryš","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
77,"M.A.T. Plzen","Cement Hranice",30,19,"15.2.2015","15 : 10",892,"5 : 5","Václav Horácek, Jirí Novotný","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Martin Schober","RegularPhaseMatch","2014/2015",1
78,"Baník OKD Karviná","Sokol Prerov",36,24,"15.2.2015","20 : 11",496,"3 : 4","Premysl Fukala, Radek Mohyla","Jaroslav Hudecek","Petr Raszyk","Jirí Kopecký","Richard Bucek","RegularPhaseMatch","2014/2015",0
79,"A.S.A. Lovosice","Gumárny Zubrí",29,28,"7.2.2015","13 : 13",654,"3 : 4","Milan Hájek, Karel Macho","Vladimír Šuma","Pavel Haken","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
80,"KP Brno","Dukla Praha",25,25,"7.2.2015","13 : 10",680,"1 : 1","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Jan Pokorný","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2014/2015",0
81,"HC Zlín","M.A.T. Plzen",23,32,"7.2.2015","10 : 18",420,"0 : 5","Bohumil Bruna, Petr Halada","Jirí Micola","Petr Novák","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0
82,"Cement Hranice","Tatran Litovel",32,28,"8.2.2015","16 : 17",310,"5 : 0","Tomáš Bubenícek, Jan Kosmák","Martin Schober","Martin Potiška","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0
83,"Sokol Prerov","Ronal Jicín",19,39,"8.2.2015","9 : 20",93,"3 : 3","Jirí Králícek, Milan Letev","Jirí Kopecký","Richard Bucek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0
84,"SKP Frýdek-Místek","Baník OKD Karviná",36,27,"8.2.2015","17 : 14",503,"3 : 2","Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Jaroslav Hudecek","Roman Farár","RegularPhaseMatch","2014/2015",0
85,"Baník OKD Karviná","A.S.A. Lovosice",25,24,"18.12.2014","11 : 14",420,"0 : 3","Václav Horácek, Jirí Novotný",,"Radek Gumolka","Vladimír Šuma","Václav Bruža","RegularPhaseMatch","2014/2015",0
86,"Ronal Jicín","SKP Frýdek-Místek",22,21,"19.12.2014","12 : 12",460,"0 : 1","Lukáš Frieser, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
87,"HC Zlín","KP Brno",32,31,"20.12.2014","17 : 14",750,"1 : 5","Michal Hanák, Luboš Pavlícek","Jirí Micola","Petr Novák","Andrej Titkov","Jan Pokorný","RegularPhaseMatch","2014/2015",0
88,"Dukla Praha","Sokol Prerov",43,16,"20.12.2014","18 : 10",264,"1 : 2","Ludek Tocík, Martin Zych","Jirí Kotrc","Jan Josef","Richard Bucek","Richard Bucek","RegularPhaseMatch","2014/2015",0
89,"Gumárny Zubrí","Cement Hranice",30,23,"20.12.2014","18 : 11",1200,"6 : 1","Marek Becicka, Jirí Horák","Jirí Kekrt","Ivo Tovaryš","Libor Hrabal","Martin Potiška","RegularPhaseMatch","2014/2015",0
90,"M.A.T. Plzen","Tatran Litovel",29,22,"21.12.2014","15 : 9",1240,"2 : 3","Tomáš Bubenícek, Jan Kosmák","Martin Šetlík","Stanislav Raizl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0
91,"Sokol Prerov","HC Zlín",27,36,"12.12.2014","14 : 15",118,"3 : 2","Tomáš Bubenícek, Jan Kosmák",,"Richard Bucek","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0
92,"A.S.A. Lovosice","Ronal Jicín",26,24,"13.12.2014","14 : 12",750,"3 : 1","Jirí Králícek, Milan Letev","Vladimír Šuma","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0
93,"KP Brno","M.A.T. Plzen",26,25,"13.12.2014","13 : 14",550,"6 : 2","Bohumil Bruna, Petr Halada","Andrej Titkov","Jan Pokorný","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0
94,"Tatran Litovel","Gumárny Zubrí",31,23,"13.12.2014","17 : 11",450,"3 : 7","Michal Hanák, Luboš Pavlícek","Lubomír Krejcír","Jirí Macek","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
95,"Cement Hranice","Baník OKD Karviná",34,26,"14.12.2014","16 : 15",310,"4 : 2","Milan Hájek, Karel Macho","Libor Hrabal","Martin Schober","Jaroslav Hudecek","Radek Gumolka","RegularPhaseMatch","2014/2015",0
96,"SKP Frýdek-Místek","Dukla Praha",25,32,"14.12.2014","10 : 15",512,"1 : 2","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Jirí Kotrc","Jirí Neumann","RegularPhaseMatch","2014/2015",0
97,"Dukla Praha","A.S.A. Lovosice",22,25,"6.12.2014","12 : 11",280,"2 : 3","Marek Becicka, Jirí Horák","Jirí Kotrc","Jan Josef","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0
98,"KP Brno","Sokol Prerov",41,22,"6.12.2014","20 : 7",215,"4 : 2","Lukáš Frieser, Dalibor Pavlát","Andrej Titkov","Gabriela Topinková",,"Richard Bucek","RegularPhaseMatch","2014/2015",0
99,"Ronal Jicín","Cement Hranice",24,16,"6.12.2014","14 : 9",640,"6 : 1","Tomáš Bubenícek, Jan Kosmák","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Schober","RegularPhaseMatch","2014/2015",0
100,"Baník OKD Karviná","Tatran Litovel",31,24,"6.12.2014","15 : 13",425,"5 : 3","Michal Nezbeda, Václav Zelenka",,"Radek Gumolka","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0
101,"M.A.T. Plzen","Gumárny Zubrí",38,32,"7.12.2014","19 : 14",1620,"7 : 5","Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
102,"HC Zlín","SKP Frýdek-Místek",34,30,"7.12.2014","14 : 15",750,"3 : 2","Bohumil Bruna, Petr Halada","Jirí Micola","Petr Novák","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
103,"A.S.A. Lovosice","HC Zlín",34,27,"29.11.2014","17 : 17",450,"1 : 2","Milan Hájek, Karel Macho","Vladimír Šuma","Pavel Haken","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0
104,"Tatran Litovel","Ronal Jicín",20,27,"29.11.2014","7 : 14",480,"2 : 2","Michal Hanák, Luboš Pavlícek","Lubomír Krejcír","Jirí Macek","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0
105,"Gumárny Zubrí","Baník OKD Karviná",35,27,"29.11.2014","20 : 14",1250,"2 : 0","Lukáš Frieser, Dalibor Pavlát","Jirí Kekrt","Ivo Tovaryš",,"Radek Gumolka","RegularPhaseMatch","2014/2015",0
106,"Sokol Prerov","M.A.T. Plzen",19,30,"30.11.2014","8 : 17",47,"1 : 4","Martin Kosa, Pavel Švidernoch",,"Richard Bucek","Martin Šetlík","Zuzana Strýcová","RegularPhaseMatch","2014/2015",0
107,"SKP Frýdek-Místek","KP Brno",25,23,"30.11.2014","12 : 7",492,"3 : 3","Ludek Tocík, Martin Zych","Aleš Chrastina","Petr Mazur","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch","2014/2015",0
108,"Cement Hranice","Dukla Praha",26,21,"3.12.2014","14 : 9",210,"3 : 1","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Schober","Jirí Kotrc","Jan Josef","RegularPhaseMatch","2014/2015",0
109,"Ronal Jicín","Gumárny Zubrí",25,30,"22.11.2014","12 : 15",610,"3 : 0","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0
110,"Sokol Prerov","SKP Frýdek-Místek",30,38,"23.11.2014","18 : 17",73,"0 : 1","Marek Becicka, Jirí Horák",,"Richard Bucek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0
111,"M.A.T. Plzen","Baník OKD Karviná",27,17,"23.11.2014","12 : 11",920,"4 : 2","Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Marek Michalisko","Radek Gumolka","RegularPhaseMatch","2014/2015",0
112,"HC Zlín","Cement Hranice",23,32,"23.11.2014","14 : 16",800,"1 : 1","Radoslav Kavulic, Libor Skružný","Jirí Micola","Petr Novák","Libor Hrabal","Martin Schober","RegularPhaseMatch","2014/2015",0
113,"Dukla Praha","Tatran Litovel",35,26,"26.11.2014","18 : 13",115,"3 : 3","Bohumil Bruna, Petr Halada","Jirí Kotrc","Jan Josef","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0
