"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"KP Brno","Koprivnice",33,29,"26.10.2013","17 : 17","419","4 : 4","Marek Becicka, Jirí Horák","Lumír Zátopek","Zdenek Zima","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch"
"Lovosice","Dukla",31,26,"27.10.2013","13 : 10","750","4 : 5","Václav Horácek, Jirí Novotný","Andrea Reznícková","Pavel Haken","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Prerov","Zubrí",22,38,"27.10.2013","13 : 16","130","3 : 2","Martin Kosa, Pavel Švidernoch","Jirí Závodník","Mojmír Valášek","Aleš Korínek","Michal Balhárek","RegularPhaseMatch"
"Hranice","Jicín",22,29,"27.10.2013","11 : 17","325","3 : 3","Jirí Opava, Pavel Válek","Libor Hrabal","Martin Schober","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Zlín","Frýdek-Místek",24,28,"27.10.2013","10 : 15","850","1 : 2","Bohumil Bruna, Petr Halada","Andrej Titkov","Petr Novák","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Jicín","Lovosice",26,24,"16.10.2013","12 : 11","587","1 : 2","Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Dukla","Plzen",25,27,"19.10.2013","12 : 17","220","3 : 4","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Koprivnice","Prerov",34,31,"19.10.2013","18 : 15","420","3 : 1","Bohumil Bruna, Petr Halada","Jaromír Petrek","Ivo Vávra","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Zubrí","Hranice",29,33,"20.10.2013","13 : 16","800","3 : 2","Michal Hanák, Petr Novák","Miroslav Celic","Michal Balhárek","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Karviná","Zlín",25,23,"20.10.2013","11 : 12","680","1 : 0","Tomáš Bubenícek, Jan Kosmák","Marek Michalisko","Radek Gumolka","Andrej Titkov","Petr Novák","RegularPhaseMatch"
"Frýdek-Místek","KP Brno",19,20,"20.10.2013","9 : 10","486","1 : 3","Luboš Pavlícek, Rostislav Tokoš","Aleš Chrastina","Petr Mazur","Jan Hegar","Gabriela Topinková","RegularPhaseMatch"
"Plzen","Jicín",23,19,"9.10.2013","13 : 10","130","3 : 3","Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Lovosice","Zubrí",36,31,"12.10.2013","19 : 11","910","4 : 3","Milan Hájek, Karel Macho","Andrea Reznícková","Pavel Haken","Miroslav Celic","Michal Balhárek","RegularPhaseMatch"
"KP Brno","Karviná",29,26,"12.10.2013","16 : 15","422","4 : 2","Radoslav Kavulic, Libor Skružný","Jan Hegar","Filip Hruza","Marek Michalisko","Radek Gumolka","RegularPhaseMatch"
"Hranice","Prerov",24,21,"13.10.2013","11 : 11","270","2 : 1","Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Schober","Jirí Závodník","Mojmír Valášek","RegularPhaseMatch"
"Zlín","Dukla",27,22,"13.10.2013","11 : 11","800","5 : 3","Václav Horácek, Jirí Novotný","Andrej Titkov","Petr Novák","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Frýdek-Místek","Koprivnice",24,18,"13.10.2013","10 : 9","510","2 : 2","Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch"
"Prerov","Lovosice",21,30,"5.10.2013","11 : 13","75","1 : 2","Dalibor Pavlát, Ludek Tocík","Jirí Závodník","Richard Bucek","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Jicín","Zlín",24,20,"5.10.2013","11 : 8","440","5 : 2","Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Andrej Titkov","Petr Novák","RegularPhaseMatch"
"Zubrí","Plzen",21,31,"5.10.2013","14 : 13","586","1 : 4","Václav Horácek, Jirí Novotný","Miroslav Celic","Michal Balhárek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Koprivnice","Hranice",28,34,"5.10.2013","13 : 16","342","1 : 3","Martin Kosa, Pavel Švidernoch","Jaromír Petrek","Ivo Vávra","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Dukla","KP Brno",27,24,"5.10.2013","15 : 12","125","2 : 1","Tomáš Kozler, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Jan Hegar","Gabriela Topinková","RegularPhaseMatch"
"Karviná","Frýdek-Místek",28,23,"6.10.2013","17 : 13","729","4 : 1","Jirí Králícek, Milan Letev","Marek Michalisko","Radek Gumolka","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Prerov","Plzen",22,30,"27.9.2013","9 : 11","125","4 : 3","Jirí Králícek, Milan Letev","Jirí Závodník","Jirí Mužík","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Lovosice","Hranice",33,26,"28.9.2013","13 : 14","750","5 : 4","Tomáš Kozler, Vladimír Vaník","Andrea Reznícková","Pavel Haken","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Karviná","Koprivnice",36,30,"29.9.2013","21 : 18","531","2 : 2","Václav Horácek, Jirí Novotný","Marek Michalisko","Radek Gumolka","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch"
"Zlín","Zubrí",28,21,"29.9.2013","12 : 9","750","2 : 2","Tomáš Bubenícek, Jan Kosmák","Andrej Titkov","Petr Novák","Miroslav Celic","Michal Balhárek","RegularPhaseMatch"
"Frýdek-Místek","Dukla",33,26,"29.9.2013","13 : 18","640","5 : 2","Martin Kosa, Pavel Švidernoch","Aleš Chrastina","Petr Mazur","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"KP Brno","Jicín",25,21,"29.9.2013","12 : 12","120","3 : 3","Milan Hájek, Karel Macho","Jan Hegar","Zdenek Zima","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Koprivnice","Lovosice",28,36,"25.9.2013","13 : 21","300","6 : 1","Jirí Králícek, Milan Letev","Jaromír Petrek","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Jicín","Frýdek-Místek",28,29,"25.9.2013","14 : 13","570","4 : 1","Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Zubrí","KP Brno",30,25,"25.9.2013","17 : 14","650","3 : 4","Marek Becicka, Jirí Horák","Miroslav Celic","Michal Balhárek","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Prerov","Zlín",24,28,"25.9.2013","14 : 11","185","4 : 1","Václav Horácek, Jirí Novotný","Jirí Závodník","Jirí Mužík","Andrej Titkov","Petr Novák","RegularPhaseMatch"
"Hranice","Plzen",24,22,"25.9.2013","8 : 9","260","2 : 0","Michal Hanák, Petr Novák","Libor Hrabal","Martin Schober","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Dukla","Karviná",27,25,"25.9.2013","12 : 13","130","3 : 0","Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Marek Michalisko","Zdenek Mrózek","RegularPhaseMatch"
"KP Brno","Prerov",30,28,"18.9.2013","13 : 16","418","5 : 2","Jirí Vetrovský, Martin Zych","Jan Hegar","Zdenek Zima","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"Plzen","Lovosice",19,21,"21.9.2013","9 : 9","200","2 : 3","Tomáš Bubenícek, Jan Kosmák","Martin Šetlík","Stanislav Raizl","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"Dukla","Koprivnice",35,25,"21.9.2013","19 : 11","120","2 : 1","Dalibor Pavlát, Ludek Tocík","Pavel Pauza","Milan Kotrc","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch"
"Karviná","Jicín",23,20,"22.9.2013","13 : 8","705","1 : 4","Marek Becicka, Jirí Horák","Marek Michalisko","Radek Gumolka","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Zlín","Hranice",28,31,"22.9.2013","13 : 15","650","2 : 2","Martin Kosa, Pavel Švidernoch","Andrej Titkov","Petr Novák","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Frýdek-Místek","Zubrí",26,25,"22.9.2013","10 : 13","460","4 : 0","Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Miroslav Celic","Michal Balhárek","RegularPhaseMatch"
"Zubrí","Karviná",28,27,"14.9.2013","16 : 15","800","3 : 3","Václav Horácek, Jirí Novotný","Miroslav Celic","Michal Balhárek","Marek Michalisko","Roman Farár","RegularPhaseMatch"
"Koprivnice","Plzen",24,24,"14.9.2013","12 : 11","480","1 : 2","Luboš Pavlícek, Rostislav Tokoš","Jaromír Petrek","Ivo Vávra","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Prerov","Frýdek-Místek",29,26,"15.9.2013","15 : 11","178","2 : 7","Radoslav Kavulic, Libor Skružný","Jirí Závodník","Richard Bucek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Hranice","KP Brno",29,23,"15.9.2013","16 : 10","350","4 : 2","Tomáš Kozler, Vladimír Vaník","Libor Hrabal","Martin Schober","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Zlín","Lovosice",17,27,"15.9.2013","9 : 13","480","1 : 4","Jirí Vetrovský, Martin Zych","Andrej Titkov","Petr Novák","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Jicín","Dukla",21,17,"15.9.2013","12 : 5","620","0 : 0","Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Jicín","Koprivnice",32,21,"4.9.2013","15 : 7","580","1 : 4","Bedrich Frieser, Lukáš Frieser","Aleš Babák","Petr Kyncl","Jaromír Petrek","Ivo Vávra","RegularPhaseMatch"
"Dukla","Zubrí",32,24,"7.9.2013","16 : 11","210","2 : 0","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Miroslav Celic","Michal Balhárek","RegularPhaseMatch"
"Karviná","Prerov",27,22,"8.9.2013","7 : 9","400","2 : 3","Martin Kosa, Pavel Švidernoch","Marek Michalisko","Radek Gumolka","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"KP Brno","Lovosice",25,24,"8.9.2013","15 : 15","450","6 : 0","Michal Hanák, Petr Novák","Jan Hegar","Zdenek Zima","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"Zlín","Plzen",23,25,"8.9.2013","9 : 15","650","1 : 1","Bedrich Frieser, Lukáš Frieser","Andrej Titkov","Petr Novák","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Frýdek-Místek","Hranice",27,32,"8.9.2013","15 : 16","421","2 : 3","Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch"
