"Global.Match.ID","Local.Match.ID","Home.Team.Init","Away.Team.Init","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Date","Season","Season.Phase","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals","HT.Break.Goals","HT.Goalkeepers.Perc","HT.Goalkeepers.Saves","HT.Shots.Acc.Perc","HT.7m.Shots.Acc","AT.Break.Goals","AT.Goalkeepers.Perc","AT.Goalkeepers.Saves","AT.Shots.Acc.Perc","AT.7m.Shots.Acc","Day.Name","Day.Status","Public.Holiday","CT.Broadcast"
359,112,"NOV","DUK","Sokol Nové Veselí","Dukla Praha",29,26,2016-11-26,"2016/2017","RegularPhaseMatch",400,"Dalibor Pavlát, Ludek Tocík","Pavel Hladík","Filip Vecera","Jan Josef","Jirí Kotrc",14,11,6,2,70,38.98,508,53.13,73.78,157,39.51,533,60.42,85.98,"Sat","Weekend",0,0
360,113,"BRN","HRA","SKKP Handball Brno","Cement Hranice",22,26,2016-11-26,"2016/2017","RegularPhaseMatch",0,"Tomáš Kozler, Martin Zych","Zdenek Missbach","Pavel Cejka","Libor Hrabal","Martin Schober",9,13,5,2,129,35.61,448,52.78,76.47,83,35.78,453,54.23,82.29,"Sat","Weekend",0,0
361,114,"KAR","LOV","HCB Karviná","HK FCC Mesto Lovosice",30,29,2016-11-27,"2016/2017","RegularPhaseMatch",920,"Jirí Opava, Pavel Válek","Marek Michalisko","Alexander Radcenko","Milan Berka","Pavel Haken",13,12,2,3,143,34.97,497,55.09,78.88,199,40.43,664,54.84,74.74,"Sun","Weekend",0,0
362,115,"LOV","NOV","HK FCC Mesto Lovosice","Sokol Nové Veselí",42,33,2016-11-19,"2016/2017","RegularPhaseMatch",758,"Tomáš Kozler, Martin Zych","Milan Berka","Pavel Haken","Pavel Hladík","Filip Vecera",19,18,2,0,199,40.43,664,54.84,74.74,70,38.98,508,53.13,73.78,"Sat","Weekend",0,0
363,116,"LIT","DUK","Tatran Litovel","Dukla Praha",29,27,2016-11-19,"2016/2017","RegularPhaseMatch",312,"Michal Hanák, Luboš Pavlícek","Michal Hradil","Jirí Macek","Jan Josef","Jirí Kotrc",15,13,2,3,129,33.08,436,53.29,67.04,157,39.51,533,60.42,85.98,"Sat","Weekend",0,0
364,117,"JIC","HRA","HBC Ronal Jicín","Cement Hranice",23,21,2016-11-19,"2016/2017","RegularPhaseMatch",665,"Michal Nezbeda, Václav Zelenka","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Schober",9,10,2,1,129,35.19,415,50.95,77.01,83,35.78,453,54.23,82.29,"Sat","Weekend",0,0
365,118,"KOP","ZUB","Koprivnice","HC ROBE Zubrí",30,37,2016-11-19,"2016/2017","RegularPhaseMatch",420,"Marek Becicka, Tomáš Bubenícek","Ivo Vávra","Igor Fulnek","Andrej Titkov","Pavel Hrachovec",14,19,4,3,131,39.71,552,50.87,64.44,223,43.15,621,63.82,76.22,"Sat","Weekend",0,0
366,119,"KAR","FRM","HCB Karviná","Pepino SKP Frýdek-Místek",30,25,2016-11-20,"2016/2017","RegularPhaseMatch",716,"Marek Becicka, Tomáš Bubenícek","Marek Michalisko","Alexander Radcenko","Aleš Chrastina","Petr Mazur",16,10,2,4,143,34.97,497,55.09,78.88,48,35.98,461,53.36,72.18,"Sun","Weekend",0,0
367,120,"PLZ","BRN","M.A.T. Plzen","SKKP Handball Brno",34,20,2016-11-20,"2016/2017","RegularPhaseMatch",970,"Martin Kosa, Pavel Švidernoch","Martin Šetlík","Stanislav Raizl","Zdenek Missbach","Pavel Cejka",16,8,3,1,175,44.84,644,61.59,71.42,129,35.61,448,52.78,76.47,"Sun","Weekend",0,0
368,121,"DUK","KOP","Dukla Praha","Koprivnice",36,29,2016-11-12,"2016/2017","RegularPhaseMatch",128,"Premysl Fukala, Radek Mohyla","Jan Josef","Jirí Kotrc","Ivo Vávra","Igor Fulnek",15,12,2,2,157,39.51,533,60.42,85.98,131,39.71,552,50.87,64.44,"Sat","Weekend",0,0
369,122,"ZUB","BRN","HC ROBE Zubrí","SKKP Handball Brno",29,27,2016-11-12,"2016/2017","RegularPhaseMatch",1168,"Dalibor Pavlát, Ludek Tocík","Andrej Titkov","Pavel Hrachovec","Zdenek Missbach","Pavel Cejka",16,13,2,4,223,43.15,621,63.82,76.22,129,35.61,448,52.78,76.47,"Sat","Weekend",0,0
370,123,"FRM","LOV","Pepino SKP Frýdek-Místek","HK FCC Mesto Lovosice",22,31,2016-11-13,"2016/2017","RegularPhaseMatch",389,"Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Milan Berka","Pavel Haken",9,14,4,2,48,35.98,461,53.36,72.18,199,40.43,664,54.84,74.74,"Sun","Weekend",0,1
371,124,"HRA","KAR","Cement Hranice","HCB Karviná",30,33,2016-11-13,"2016/2017","RegularPhaseMatch",430,"Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Potiška",,"Marek Michalisko",16,11,3,4,83,35.78,453,54.23,82.29,143,34.97,497,55.09,78.88,"Sun","Weekend",0,0
372,125,"PLZ","JIC","M.A.T. Plzen","HBC Ronal Jicín",27,19,2016-11-13,"2016/2017","RegularPhaseMatch",590,"Premysl Fukala, Radek Mohyla","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl",13,10,1,1,175,44.84,644,61.59,71.42,129,35.19,415,50.95,77.01,"Sun","Weekend",0,0
373,126,"NOV","LIT","Sokol Nové Veselí","Tatran Litovel",31,29,2016-11-13,"2016/2017","RegularPhaseMatch",400,"Lukáš Frieser, Radoslav Kavulic","Pavel Hladík","Filip Vecera","Michal Hradil","Jirí Macek",14,14,3,1,70,38.98,508,53.13,73.78,129,33.08,436,53.29,67.04,"Sun","Weekend",0,0
374,127,"KAR","PLZ","HCB Karviná","M.A.T. Plzen",28,25,2016-10-28,"2016/2017","RegularPhaseMatch",862,"Lukáš Frieser, Radoslav Kavulic",,"Marek Michalisko","Martin Šetlík","Stanislav Raizl",13,11,2,1,143,34.97,497,55.09,78.88,175,44.84,644,61.59,71.42,"Fri","WorkingDay",1,0
375,128,"LOV","HRA","HK FCC Mesto Lovosice","Cement Hranice",31,26,2016-10-28,"2016/2017","RegularPhaseMatch",752,"Milan Hájek, Václav Zelenka","Milan Berka","Pavel Haken","Libor Hrabal","Karel Magrla",16,11,2,2,199,40.43,664,54.84,74.74,83,35.78,453,54.23,82.29,"Fri","WorkingDay",1,0
376,129,"FRM","NOV","Pepino SKP Frýdek-Místek","Sokol Nové Veselí",27,24,2016-10-28,"2016/2017","RegularPhaseMatch",286,"Mojmír Valášek, Jaroslav Vychodil","Aleš Chrastina","Petr Mazur","Pavel Hladík","Milan Šedý",13,10,0,2,48,35.98,461,53.36,72.18,70,38.98,508,53.13,73.78,"Fri","WorkingDay",1,0
377,130,"BRN","DUK","SKKP Handball Brno","Dukla Praha",32,26,2016-10-28,"2016/2017","RegularPhaseMatch",511,"Jirí Králícek, Milan Letev","Zdenek Missbach","David Novotný","Jan Josef","Jirí Kotrc",19,12,3,2,129,35.61,448,52.78,76.47,157,39.51,533,60.42,85.98,"Fri","WorkingDay",1,0
378,131,"JIC","ZUB","HBC Ronal Jicín","HC ROBE Zubrí",25,26,2016-10-28,"2016/2017","RegularPhaseMatch",0,"Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Andrej Titkov","Pavel Hrachovec",12,13,4,2,129,35.19,415,50.95,77.01,223,43.15,621,63.82,76.22,"Fri","WorkingDay",1,0
379,132,"KOP","LIT","Koprivnice","Tatran Litovel",31,26,2016-10-28,"2016/2017","RegularPhaseMatch",330,"Dalibor Pavlát, Ludek Tocík","Ivo Vávra","Igor Fulnek","Michal Hradil","Jirí Macek",11,10,2,2,131,39.71,552,50.87,64.44,129,33.08,436,53.29,67.04,"Fri","WorkingDay",1,0
380,133,"HRA","FRM","Cement Hranice","Pepino SKP Frýdek-Místek",31,29,2016-10-22,"2016/2017","RegularPhaseMatch",155,"Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur",16,19,4,0,83,35.78,453,54.23,82.29,48,35.98,461,53.36,72.18,"Sat","Weekend",0,1
381,134,"DUK","JIC","Dukla Praha","HBC Ronal Jicín",27,22,2016-10-22,"2016/2017","RegularPhaseMatch",154,"Marek Becicka, Tomáš Bubenícek","Jan Josef","Jirí Kotrc","Aleš Babák","Petr Kyncl",16,9,3,3,157,39.51,533,60.42,85.98,129,35.19,415,50.95,77.01,"Sat","Weekend",0,0
382,135,"LIT","BRN","Tatran Litovel","SKKP Handball Brno",24,29,2016-10-22,"2016/2017","RegularPhaseMatch",349,"Tomáš Kozler, Martin Zych","Michal Hradil","Jirí Macek","Zdenek Missbach","Pavel Cejka",15,15,1,3,129,33.08,436,53.29,67.04,129,35.61,448,52.78,76.47,"Sat","Weekend",0,0
383,136,"ZUB","KAR","HC ROBE Zubrí","HCB Karviná",32,25,2016-10-22,"2016/2017","RegularPhaseMatch",1154,"Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","Radek Bartošic","Marek Michalisko",15,10,1,2,223,43.15,621,63.82,76.22,143,34.97,497,55.09,78.88,"Sat","Weekend",0,0
384,137,"NOV","KOP","Sokol Nové Veselí","Koprivnice",27,22,2016-10-22,"2016/2017","RegularPhaseMatch",350,"Michal Hanák, Luboš Pavlícek","Pavel Hladík","Filip Vecera","Ivo Vávra","Igor Fulnek",14,11,2,4,70,38.98,508,53.13,73.78,131,39.71,552,50.87,64.44,"Sat","Weekend",0,0
385,138,"PLZ","LOV","M.A.T. Plzen","HK FCC Mesto Lovosice",29,24,2016-10-23,"2016/2017","RegularPhaseMatch",920,"Premysl Fukala, Radek Mohyla","Martin Šetlík","Stanislav Raizl","Milan Berka","Pavel Haken",13,12,1,2,175,44.84,644,61.59,71.42,199,40.43,664,54.84,74.74,"Sun","Weekend",0,0
386,139,"KAR","DUK","HCB Karviná","Dukla Praha",28,31,2016-10-12,"2016/2017","RegularPhaseMatch",850,"Václav Horácek, Jirí Novotný","Radek Bartošic","Marek Michalisko","Jan Josef","Jirí Kotrc",19,16,2,3,143,34.97,497,55.09,78.88,157,39.51,533,60.42,85.98,"Wed","WorkingDay",0,0
387,140,"FRM","PLZ","Pepino SKP Frýdek-Místek","M.A.T. Plzen",31,29,2016-10-12,"2016/2017","RegularPhaseMatch",321,"Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl",13,12,4,3,48,35.98,461,53.36,72.18,175,44.84,644,61.59,71.42,"Wed","WorkingDay",0,0
388,141,"LOV","ZUB","HK FCC Mesto Lovosice","HC ROBE Zubrí",33,30,2016-10-15,"2016/2017","RegularPhaseMatch",0,"Marek Becicka, Tomáš Bubenícek","Milan Berka","Pavel Haken","Andrej Titkov","Pavel Hrachovec",19,14,2,4,199,40.43,664,54.84,74.74,223,43.15,621,63.82,76.22,"Sat","Weekend",0,0
389,142,"BRN","KOP","SKKP Handball Brno","Koprivnice",32,31,2016-10-15,"2016/2017","RegularPhaseMatch",428,"Lukáš Frieser, Radoslav Kavulic","Zdenek Missbach","Pavel Cejka","Ivo Vávra","Igor Fulnek",18,18,3,2,129,35.61,448,52.78,76.47,131,39.71,552,50.87,64.44,"Sat","Weekend",0,0
390,143,"JIC","LIT","HBC Ronal Jicín","Tatran Litovel",33,30,2016-10-15,"2016/2017","RegularPhaseMatch",600,"Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Michal Hradil","Jirí Macek",16,12,5,2,129,35.19,415,50.95,77.01,129,33.08,436,53.29,67.04,"Sat","Weekend",0,0
391,144,"HRA","NOV","Cement Hranice","Sokol Nové Veselí",33,35,2016-10-16,"2016/2017","RegularPhaseMatch",195,"Martin Kosa, Pavel Švidernoch","Libor Hrabal","Martin Schober","Pavel Hladík","Filip Vecera",14,18,5,4,83,35.78,453,54.23,82.29,70,38.98,508,53.13,73.78,"Sun","Weekend",0,0
392,145,"PLZ","HRA","M.A.T. Plzen","Cement Hranice",41,25,2016-10-05,"2016/2017","RegularPhaseMatch",420,"Michal Hanák, Luboš Pavlícek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Karel Magrla",22,13,2,4,175,44.84,644,61.59,71.42,83,35.78,453,54.23,82.29,"Wed","WorkingDay",0,0
393,146,"DUK","LOV","Dukla Praha","HK FCC Mesto Lovosice",25,28,2016-10-05,"2016/2017","RegularPhaseMatch",215,"Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Milan Berka","Pavel Haken",17,16,3,1,157,39.51,533,60.42,85.98,199,40.43,664,54.84,74.74,"Wed","WorkingDay",0,0
394,147,"LIT","KAR","Tatran Litovel","HCB Karviná",30,35,2016-10-08,"2016/2017","RegularPhaseMatch",239,"Pavel Blanar, Michael Haramul","Michal Hradil","Jirí Macek","Radek Bartošic","Marek Michalisko",12,19,4,2,129,33.08,436,53.29,67.04,143,34.97,497,55.09,78.88,"Sat","Weekend",0,0
395,148,"ZUB","FRM","HC ROBE Zubrí","Pepino SKP Frýdek-Místek",31,24,2016-10-08,"2016/2017","RegularPhaseMatch",950,"Michal Nezbeda, Václav Zelenka","Andrej Titkov","Pavel Hrachovec","Aleš Chrastina","Petr Mazur",18,13,6,2,223,43.15,621,63.82,76.22,48,35.98,461,53.36,72.18,"Sat","Weekend",0,0
396,149,"KOP","JIC","Koprivnice","HBC Ronal Jicín",19,23,2016-10-08,"2016/2017","RegularPhaseMatch",320,"Mojmír Valášek, Jaroslav Vychodil","Ivo Vávra","Igor Fulnek","Aleš Babák","Petr Kyncl",11,11,3,0,131,39.71,552,50.87,64.44,129,35.19,415,50.95,77.01,"Sat","Weekend",0,0
397,150,"NOV","BRN","Sokol Nové Veselí","SKKP Handball Brno",20,21,2016-10-08,"2016/2017","RegularPhaseMatch",350,"Premysl Fukala, Radek Mohyla","Pavel Hladík","Filip Vecera","Zdenek Missbach","Pavel Cejka",10,13,3,4,70,38.98,508,53.13,73.78,129,35.61,448,52.78,76.47,"Sat","Weekend",0,0
398,151,"PLZ","NOV","M.A.T. Plzen","Sokol Nové Veselí",36,19,2016-09-28,"2016/2017","RegularPhaseMatch",570,"Pavel Blanar, Michael Haramul","Martin Šetlík","Stanislav Raizl","Pavel Hladík","Filip Vecera",17,10,3,2,175,44.84,644,61.59,71.42,70,38.98,508,53.13,73.78,"Wed","WorkingDay",1,0
399,152,"LOV","LIT","HK FCC Mesto Lovosice","Tatran Litovel",40,26,2016-10-01,"2016/2017","RegularPhaseMatch",550,"Milan Hájek, Karel Macho","Milan Berka","Pavel Haken","Alois Lasovský","Jirí Macek",20,15,0,0,199,40.43,664,54.84,74.74,129,33.08,436,53.29,67.04,"Sat","Weekend",0,0
400,153,"JIC","BRN","HBC Ronal Jicín","SKKP Handball Brno",20,25,2016-10-01,"2016/2017","RegularPhaseMatch",570,"Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Zdenek Missbach","Pavel Cejka",13,13,0,1,129,35.19,415,50.95,77.01,129,35.61,448,52.78,76.47,"Sat","Weekend",0,0
401,154,"KAR","KOP","HCB Karviná","Koprivnice",31,32,2016-10-02,"2016/2017","RegularPhaseMatch",858,"Marek Becicka, Tomáš Bubenícek","Radek Bartošic","Marek Michalisko","Ivo Vávra","Igor Fulnek",16,18,2,2,143,34.97,497,55.09,78.88,131,39.71,552,50.87,64.44,"Sun","Weekend",0,0
402,155,"HRA","ZUB","Cement Hranice","HC ROBE Zubrí",23,24,2016-10-02,"2016/2017","RegularPhaseMatch",390,"Jirí Opava, Pavel Válek","Libor Hrabal","Martin Schober","Andrej Titkov","Pavel Hrachovec",11,10,4,3,83,35.78,453,54.23,82.29,223,43.15,621,63.82,76.22,"Sun","Weekend",0,0
403,156,"FRM","DUK","Pepino SKP Frýdek-Místek","Dukla Praha",30,34,2016-10-02,"2016/2017","RegularPhaseMatch",486,"Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Jan Josef","Jirí Kotrc",10,17,7,3,48,35.98,461,53.36,72.18,157,39.51,533,60.42,85.98,"Sun","Weekend",0,0
404,157,"ZUB","PLZ","HC ROBE Zubrí","M.A.T. Plzen",31,29,2016-09-24,"2016/2017","RegularPhaseMatch",850,"Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","Martin Šetlík","Stanislav Raizl",18,12,2,3,223,43.15,621,63.82,76.22,175,44.84,644,61.59,71.42,"Sat","Weekend",0,1
405,158,"DUK","HRA","Dukla Praha","Cement Hranice",45,23,2016-09-24,"2016/2017","RegularPhaseMatch",125,"Lukáš Frieser, Radoslav Kavulic","Jan Josef","Jirí Kotrc","Libor Hrabal","Karel Magrla",22,12,2,3,157,39.51,533,60.42,85.98,83,35.78,453,54.23,82.29,"Sat","Weekend",0,0
406,159,"LIT","FRM","Tatran Litovel","Pepino SKP Frýdek-Místek",27,25,2016-09-24,"2016/2017","RegularPhaseMatch",196,"Premysl Fukala, Radek Mohyla","Alois Lasovský","Jirí Macek","Aleš Chrastina","Petr Mazur",9,9,2,3,129,33.08,436,53.29,67.04,48,35.98,461,53.36,72.18,"Sat","Weekend",0,0
407,160,"KOP","LOV","Koprivnice","HK FCC Mesto Lovosice",31,31,2016-09-24,"2016/2017","RegularPhaseMatch",320,"Martin Kosa, Pavel Švidernoch","Ivo Vávra","Igor Fulnek","Milan Berka","Pavel Haken",13,13,2,3,131,39.71,552,50.87,64.44,199,40.43,664,54.84,74.74,"Sat","Weekend",0,0
408,161,"BRN","KAR","SKKP Handball Brno","HCB Karviná",31,26,2016-09-24,"2016/2017","RegularPhaseMatch",250,"Michal Nezbeda, Václav Zelenka","Zdenek Missbach","Pavel Cejka","Radek Bartošic","Marek Michalisko",17,13,3,2,129,35.61,448,52.78,76.47,143,34.97,497,55.09,78.88,"Sat","Weekend",0,0
409,162,"NOV","JIC","Sokol Nové Veselí","HBC Ronal Jicín",25,28,2016-09-24,"2016/2017","RegularPhaseMatch",250,"Tomáš Kozler, Martin Zych","Pavel Hladík","Filip Vecera","Aleš Babák","Petr Kyncl",11,16,6,2,70,38.98,508,53.13,73.78,129,35.19,415,50.95,77.01,"Sat","Weekend",0,0
410,163,"LOV","BRN","HK FCC Mesto Lovosice","SKKP Handball Brno",32,27,2016-09-17,"2016/2017","RegularPhaseMatch",468,"Pavel Blanar, Michael Haramul","Milan Berka","Pavel Haken","Zdenek Missbach","Pavel Cejka",15,12,1,4,199,40.43,664,54.84,74.74,129,35.61,448,52.78,76.47,"Sat","Weekend",0,0
411,164,"ZUB","NOV","HC ROBE Zubrí","Sokol Nové Veselí",33,22,2016-09-17,"2016/2017","RegularPhaseMatch",720,"Mojmír Valášek, Jaroslav Vychodil","Andrej Titkov","Pavel Hrachovec","Pavel Hladík","Tomáš Augustýn",17,13,2,6,223,43.15,621,63.82,76.22,70,38.98,508,53.13,73.78,"Sat","Weekend",0,0
412,165,"KAR","JIC","HCB Karviná","HBC Ronal Jicín",27,25,2016-09-18,"2016/2017","RegularPhaseMatch",537,"Lukáš Frieser, Radoslav Kavulic","Radek Bartošic","Marek Michalisko","Aleš Babák","Petr Kyncl",10,10,1,2,143,34.97,497,55.09,78.88,129,35.19,415,50.95,77.01,"Sun","Weekend",0,0
413,166,"HRA","LIT","Cement Hranice","Tatran Litovel",42,32,2016-09-18,"2016/2017","RegularPhaseMatch",270,"Marek Becicka, Tomáš Bubenícek","Libor Hrabal","Martin Schober","Alois Lasovský","Jirí Macek",22,14,1,2,83,35.78,453,54.23,82.29,129,33.08,436,53.29,67.04,"Sun","Weekend",0,0
414,167,"FRM","KOP","Pepino SKP Frýdek-Místek","Koprivnice",36,23,2016-09-18,"2016/2017","RegularPhaseMatch",515,"Michal Nezbeda, Václav Zelenka","Aleš Chrastina","Petr Mazur","Ivo Vávra","Igor Fulnek",18,11,3,2,48,35.98,461,53.36,72.18,131,39.71,552,50.87,64.44,"Sun","Weekend",0,0
415,168,"PLZ","DUK","M.A.T. Plzen","Dukla Praha",31,24,2016-09-21,"2016/2017","RegularPhaseMatch",890,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Jan Josef","Jirí Kotrc",14,14,2,0,175,44.84,644,61.59,71.42,157,39.51,533,60.42,85.98,"Wed","WorkingDay",0,0
416,169,"JIC","LOV","HBC Ronal Jicín","HK FCC Mesto Lovosice",20,27,2016-09-09,"2016/2017","RegularPhaseMatch",350,"Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Milan Berka","Pavel Haken",13,12,1,0,129,35.19,415,50.95,77.01,199,40.43,664,54.84,74.74,"Fri","WorkingDay",0,0
417,170,"LIT","PLZ","Tatran Litovel","M.A.T. Plzen",26,28,2016-09-10,"2016/2017","RegularPhaseMatch",185,"Mojmír Valášek, Jaroslav Vychodil","Alois Lasovský","Jirí Macek","Martin Šetlík","Stanislav Raizl",9,15,3,6,129,33.08,436,53.29,67.04,175,44.84,644,61.59,71.42,"Sat","Weekend",0,0
418,171,"BRN","FRM","SKKP Handball Brno","Pepino SKP Frýdek-Místek",33,26,2016-09-10,"2016/2017","RegularPhaseMatch",231,"Martin Kosa, Pavel Švidernoch","Zdenek Missbach","Pavel Cejka","Aleš Chrastina","Petr Mazur",16,12,4,4,129,35.61,448,52.78,76.47,48,35.98,461,53.36,72.18,"Sat","Weekend",0,0
419,172,"KOP","HRA","Koprivnice","Cement Hranice",37,35,2016-09-10,"2016/2017","RegularPhaseMatch",390,"Jirí Králícek, Milan Letev","Ivo Vávra","Igor Fulnek","Libor Hrabal","Martin Schober",18,15,6,6,131,39.71,552,50.87,64.44,83,35.78,453,54.23,82.29,"Sat","Weekend",0,0
420,173,"NOV","KAR","Sokol Nové Veselí","HCB Karviná",29,38,2016-09-11,"2016/2017","RegularPhaseMatch",435,"Marek Becicka, Tomáš Bubenícek","Pavel Hladík","Filip Vecera","Radek Bartošic","Marek Michalisko",12,21,0,0,70,38.98,508,53.13,73.78,143,34.97,497,55.09,78.88,"Sun","Weekend",0,1
421,174,"DUK","ZUB","Dukla Praha","HC ROBE Zubrí",27,24,2016-09-14,"2016/2017","RegularPhaseMatch",190,"Milan Hájek, Karel Macho","Jan Josef","Jirí Kotrc","Andrej Titkov","Pavel Hrachovec",17,13,3,3,157,39.51,533,60.42,85.98,223,43.15,621,63.82,76.22,"Wed","WorkingDay",0,0
422,175,"DUK","NOV","Dukla Praha","Sokol Nové Veselí",36,29,2016-08-31,"2016/2017","RegularPhaseMatch",275,"Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Pavel Hladík","Filip Vecera",20,14,1,1,157,39.51,533,60.42,85.98,70,38.98,508,53.13,73.78,"Wed","WorkingDay",0,0
423,176,"ZUB","LIT","HC ROBE Zubrí","Tatran Litovel",32,26,2016-09-03,"2016/2017","RegularPhaseMatch",834,"Michal Hanák, Luboš Pavlícek","Andrej Titkov","Pavel Hrachovec","Alois Lasovský","Jirí Macek",17,16,4,2,223,43.15,621,63.82,76.22,129,33.08,436,53.29,67.04,"Sat","Weekend",0,0
424,177,"LOV","KAR","HK FCC Mesto Lovosice","HCB Karviná",36,25,2016-09-03,"2016/2017","RegularPhaseMatch",980,"Dalibor Pavlát, Ludek Tocík","Milan Berka","Pavel Haken","Radek Bartošic","Marek Michalisko",20,13,3,1,199,40.43,664,54.84,74.74,143,34.97,497,55.09,78.88,"Sat","Weekend",0,0
425,178,"HRA","BRN","Cement Hranice","SKKP Handball Brno",25,21,2016-09-04,"2016/2017","RegularPhaseMatch",225,"Premysl Fukala, Radek Mohyla","Libor Hrabal","Martin Schober","Zdenek Missbach","Pavel Cejka",13,10,4,2,83,35.78,453,54.23,82.29,129,35.61,448,52.78,76.47,"Sun","Weekend",0,0
426,179,"PLZ","KOP","M.A.T. Plzen","Koprivnice",25,22,2016-09-04,"2016/2017","RegularPhaseMatch",490,"Lukáš Frieser, Radoslav Kavulic","Martin Šetlík","Stanislav Raizl","Ivo Vávra","Igor Fulnek",12,10,0,4,175,44.84,644,61.59,71.42,131,39.71,552,50.87,64.44,"Sun","Weekend",0,0
427,180,"FRM","JIC","Pepino SKP Frýdek-Místek","HBC Ronal Jicín",30,28,2016-09-04,"2016/2017","RegularPhaseMatch",486,"Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl",15,10,7,2,48,35.98,461,53.36,72.18,129,35.19,415,50.95,77.01,"Sun","Weekend",0,0
428,1,"DUK","PLZ","Dukla Praha","M.A.T. Plzen",22,23,2016-05-21,"2015/2016","FinalsMatch",1000,"Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Martin Šetlík","Stanislav Raizl",12,11,1,1,62,49.46,781,78.89,89.87,143,42.76,547,60.19,75.23,"Sat","Weekend",0,0
429,2,"DUK","PLZ","Dukla Praha","M.A.T. Plzen",25,21,2016-05-22,"2015/2016","FinalsMatch",500,"Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Martin Šetlík","Stanislav Raizl",11,8,4,3,62,49.46,781,78.89,89.87,143,42.76,547,60.19,75.23,"Sun","Weekend",0,0
430,3,"PLZ","DUK","M.A.T. Plzen","Dukla Praha",27,17,2016-05-28,"2015/2016","FinalsMatch",1420,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Jan Josef","Jirí Kotrc",16,7,2,3,143,42.76,547,60.19,75.23,62,49.46,781,78.89,89.87,"Sat","Weekend",0,0
431,4,"PLZ","DUK","M.A.T. Plzen","Dukla Praha",24,19,2016-05-29,"2015/2016","FinalsMatch",1650,"Václav Horácek, Jirí Novotný","Martin Šetlík","Stanislav Raizl","Jan Josef","Jirí Kotrc",11,10,3,3,143,42.76,547,60.19,75.23,62,49.46,781,78.89,89.87,"Sun","Weekend",0,1
432,5,"HRA","KAR","Cement Hranice","Baník OKD Karviná",28,35,2016-05-21,"2015/2016","3rdPlaceMatch",140,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Schober","Radek Bartošic","Zdenek Mrózek",13,19,2,4,96,41.83,594,55.26,83.83,118,38.01,514,52.63,70.28,"Sat","Weekend",0,0
433,6,"HRA","KAR","Cement Hranice","Baník OKD Karviná",26,19,2016-05-22,"2015/2016","3rdPlaceMatch",175,"Michal Nezbeda, Václav Zelenka","Libor Hrabal","Martin Potiška","Radek Bartošic","Zdenek Mrózek",11,10,1,3,96,41.83,594,55.26,83.83,118,38.01,514,52.63,70.28,"Sun","Weekend",0,1
434,7,"KAR","HRA","Baník OKD Karviná","Cement Hranice",20,25,2016-05-28,"2015/2016","3rdPlaceMatch",860,"Marek Becicka, Tomáš Bubenícek","Radek Bartošic","Petr Raszyk","Libor Hrabal","Martin Schober",9,10,3,1,118,38.01,514,52.63,70.28,96,41.83,594,55.26,83.83,"Sat","Weekend",0,0
435,8,"KAR","HRA","Baník OKD Karviná","Cement Hranice",33,35,2016-05-29,"2015/2016","3rdPlaceMatch",637,"Premysl Fukala, Radek Mohyla","Radek Bartošic","Petr Raszyk","Libor Hrabal","Martin Potiška",14,16,7,6,118,38.01,514,52.63,70.28,96,41.83,594,55.26,83.83,"Sun","Weekend",0,0
436,9,"LOV","ZUB","HK FCC Mesto Lovosice","HC Zubrí",26,24,2016-05-11,"2015/2016","5thPlaceMatch",238,"Tomáš Kozler, Martin Zych","Vladimír Šuma","Pavel Haken","Andrej Titkov","Pavel Hrachovec",12,14,2,2,109,40.39,513,50.51,75.72,198,39.96,516,59.55,73,"Wed","WorkingDay",0,0
