"Global.Match.ID","Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Attendance","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Season.Phase","Season","CT.Broadcast","Home.Team.Halftime.Goals","Away.Team.Halftime.Goals","Home.Team.7m.Goals","Away.Team.7m.Goals"
571,144,"Koprivnice","M.A.T. Plzen",28,33,2015-10-05,0,"Michal Hanák, Luboš Pavlícek","Ivo Vávra","Igor Fulnek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2015/2016",0,15,16,4,2
572,145,"Dukla Praha","SKP Frýdek-Místek",29,20,2015-10-10,185,"Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2015/2016",0,15,11,2,1
573,146,"HK FCC Mesto Lovosice","HC Zlín",25,23,2015-10-10,355,"Pavel Blanar, Michael Haramul","Vladimír Šuma","Pavel Haken","Jirí Micola","Petr Novák","RegularPhaseMatch","2015/2016",0,11,11,3,2
574,147,"HC Zubrí","KP Brno",29,28,2015-10-10,800,"Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","David Novotný","Pavel Cejka","RegularPhaseMatch","2015/2016",0,10,14,5,3
575,148,"Baník OKD Karviná","Tatran Litovel",32,25,2015-10-11,670,"Premysl Fukala, Radek Mohyla",,"Roman Farár","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2015/2016",0,15,13,2,3
576,149,"Cement Hranice","HBC Ronal Jicín",30,21,2015-10-11,260,"Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Schober","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2015/2016",0,17,14,2,0
577,150,"KP Brno","Dukla Praha",26,28,2015-10-03,305,"Milan Hájek, Karel Macho","Michal Hradil","Pavel Cejka","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2015/2016",0,14,13,4,1
578,151,"Tatran Litovel","HK FCC Mesto Lovosice",21,24,2015-10-03,326,"Michal Hanák, Luboš Pavlícek","Lubomír Krejcír","Jirí Macek","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2015/2016",0,10,12,2,3
579,152,"HBC Ronal Jicín","Baník OKD Karviná",31,22,2015-10-03,670,"Michal Nezbeda, Václav Zelenka","Aleš Babák","Petr Kyncl","Jaroslav Hudecek","Petr Raszyk","RegularPhaseMatch","2015/2016",0,18,12,3,4
580,153,"HC Zubrí","Koprivnice",37,28,2015-10-03,650,"Bohumil Bruna, Petr Halada","Andrej Titkov","Pavel Hrachovec","Ivo Vávra","Igor Fulnek","RegularPhaseMatch","2015/2016",0,21,14,4,4
581,154,"SKP Frýdek-Místek","Cement Hranice",33,28,2015-10-04,405,"Lukáš Frieser, Radoslav Kavulic","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Schober","RegularPhaseMatch","2015/2016",1,16,14,5,0
582,155,"HC Zlín","M.A.T. Plzen",20,34,2015-10-04,230,"Premysl Fukala, Radek Mohyla","Jirí Micola","Petr Novák","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2015/2016",0,13,18,2,5
583,156,"Dukla Praha","HC Zubrí",28,24,2015-09-26,135,"Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch","2015/2016",0,16,7,2,2
584,157,"HK FCC Mesto Lovosice","HBC Ronal Jicín",30,21,2015-09-26,482,"Bohumil Bruna, Petr Halada","Vladimír Šuma","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2015/2016",0,13,12,5,0
585,158,"Baník OKD Karviná","SKP Frýdek-Místek",22,30,2015-09-27,510,"Václav Horácek, Jirí Novotný","Jaroslav Hudecek","Petr Raszyk","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2015/2016",0,15,18,0,0
586,159,"Cement Hranice","KP Brno",31,29,2015-09-27,240,"Karel Macho, Milan Hájek","Libor Hrabal","Martin Schober","Michal Hradil","Pavel Cejka","RegularPhaseMatch","2015/2016",0,15,13,4,3
587,160,"M.A.T. Plzen","Tatran Litovel",34,22,2015-09-27,628,"Tomáš Kozler, Martin Zych","Martin Šetlík","Stanislav Raizl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2015/2016",0,20,7,2,2
588,161,"Koprivnice","HC Zlín",29,21,2015-09-27,0,"Václav Horácek, Jirí Novotný","Ivo Vávra","Igor Fulnek","Jirí Micola","Petr Novák","RegularPhaseMatch","2015/2016",0,16,14,7,3
589,162,"KP Brno","Baník OKD Karviná",26,30,2015-09-16,420,"Tomáš Kozler, Martin Zych","Michal Hradil","Pavel Cejka","Jaroslav Hudecek","Zdenek Mrózek","RegularPhaseMatch","2015/2016",0,10,19,4,2
590,163,"Dukla Praha","Koprivnice",29,27,2015-09-19,290,"Bohumil Bruna, Petr Halada","Jan Josef","Jirí Kotrc","Ivo Vávra","Igor Fulnek","RegularPhaseMatch","2015/2016",0,14,16,1,0
591,164,"Tatran Litovel","HC Zlín",22,16,2015-09-19,342,"Michal Hanák, Jirí Novotný","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","RegularPhaseMatch","2015/2016",0,11,8,2,2
592,165,"HBC Ronal Jicín","M.A.T. Plzen",24,20,2015-09-19,630,"Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2015/2016",0,12,11,1,1
593,166,"HC Zubrí","Cement Hranice",26,30,2015-09-19,850,"Jirí Opava, Pavel Válek","Andrej Titkov","Pavel Hrachovec","Libor Hrabal","Martin Schober","RegularPhaseMatch","2015/2016",0,11,17,1,1
594,167,"SKP Frýdek-Místek","HK FCC Mesto Lovosice",27,24,2015-09-20,456,"Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2015/2016",0,12,13,2,4
595,168,"HC Zlín","HBC Ronal Jicín",17,21,2015-09-12,0,"Premysl Fukala, Radek Mohyla","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2015/2016",0,11,9,1,4
596,169,"HK FCC Mesto Lovosice","KP Brno",28,27,2015-09-12,410,"Jirí Opava, Pavel Válek","Vladimír Šuma","Pavel Haken","Michal Hradil","Pavel Cejka","RegularPhaseMatch","2015/2016",0,12,13,2,4
597,170,"M.A.T. Plzen","SKP Frýdek-Místek",26,26,2015-09-13,768,"Bohumil Bruna, Petr Halada","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2015/2016",1,12,14,1,3
598,171,"Baník OKD Karviná","HC Zubrí",30,31,2015-09-13,520,"Milan Hájek, Karel Macho","Jaroslav Hudecek","Petr Raszyk","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch","2015/2016",0,13,15,1,2
599,172,"Cement Hranice","Dukla Praha",20,19,2015-09-13,240,"Jirí Novotný, Václav Horácek","Libor Hrabal","Martin Schober","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2015/2016",0,11,6,3,1
600,173,"Koprivnice","Tatran Litovel",25,35,2015-09-13,0,"Milan Hájek, Karel Macho","Ivo Vávra","Igor Fulnek","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2015/2016",0,11,19,2,1
601,174,"Dukla Praha","Baník OKD Karviná",25,20,2015-09-05,250,"Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Jaroslav Hudecek","Zdenek Mrózek","RegularPhaseMatch","2015/2016",0,12,12,0,3
602,175,"HC Zubrí","HK FCC Mesto Lovosice",33,33,2015-09-05,800,"Michal Hanák, Václav Horácek","Andrej Titkov","Pavel Hrachovec","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2015/2016",0,18,13,1,3
603,176,"KP Brno","M.A.T. Plzen",22,23,2015-09-05,420,"Bohumil Bruna, Petr Halada","Michal Hradil","Pavel Cejka","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2015/2016",0,9,11,5,2
604,177,"Cement Hranice","Koprivnice",30,26,2015-09-06,230,"Marek Becicka, Tomáš Bubenícek","Libor Hrabal","Martin Schober","Ivo Vávra","Igor Fulnek","RegularPhaseMatch","2015/2016",0,11,11,4,2
605,178,"HBC Ronal Jicín","Tatran Litovel",25,19,2015-09-06,700,"Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2015/2016",0,10,11,2,2
606,179,"SKP Frýdek-Místek","HC Zlín",29,25,2015-09-06,463,"Michal Hanák, Václav Horácek","Aleš Chrastina","Petr Mazur","Jirí Micola","Petr Novák","RegularPhaseMatch","2015/2016",0,14,15,4,1
607,1,"M.A.T. Plzen","A.S.A. Lovosice",33,25,2015-05-09,1265,"Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Vladimír Šuma","Pavel Haken","FinalsMatch","2014/2015",1,17,12,2,2
608,2,"M.A.T. Plzen","A.S.A. Lovosice",26,18,2015-05-10,1348,"Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Vladimír Šuma","Pavel Haken","FinalsMatch","2014/2015",1,16,9,3,5
609,3,"A.S.A. Lovosice","M.A.T. Plzen",21,22,2015-05-16,950,"Václav Horácek, Jirí Novotný","Vladimír Šuma","Pavel Haken","Martin Šetlík","Stanislav Raizl","FinalsMatch","2014/2015",1,12,10,5,3
610,4,"KP Brno","Baník OKD Karviná",32,31,2015-05-09,318,"Milan Hájek, Karel Macho","Andrej Titkov","Pavel Cejka","Jaroslav Hudecek","Radek Gumolka","3rdPlaceMatch","2014/2015",0,13,15,4,2
611,5,"KP Brno","Baník OKD Karviná",25,26,2015-05-10,371,"Michal Nezbeda, Václav Zelenka","Andrej Titkov","Pavel Cejka","Jaroslav Hudecek","Jan Dudek","3rdPlaceMatch","2014/2015",0,9,12,2,2
612,6,"Baník OKD Karviná","KP Brno",30,33,2015-05-16,515,"Ludek Tocík, Martin Zych","Jaroslav Hudecek","Radek Gumolka","Andrej Titkov","Pavel Cejka","3rdPlaceMatch","2014/2015",0,13,15,4,2
613,7,"Baník OKD Karviná","KP Brno",27,32,2015-05-17,615,"Václav Horácek, Jirí Novotný","Jaroslav Hudecek","Radek Gumolka","Andrej Titkov","Pavel Cejka","3rdPlaceMatch","2014/2015",1,13,15,6,3
614,8,"Dukla Praha","Gumárny Zubrí",26,25,2015-05-08,125,"Michal Hanák, Luboš Pavlícek","Jan Josef","Jirí Kotrc","Jirí Kekrt","Ivo Tovaryš","5thPlaceMatch","2014/2015",0,14,12,1,5
615,9,"Gumárny Zubrí","Dukla Praha",31,23,2015-05-16,450,"Marek Becicka, Jirí Horák","Jirí Kekrt","Ivo Tovaryš","Jan Josef","Jirí Kotrc","5thPlaceMatch","2014/2015",0,15,11,3,2
616,10,"SKP Frýdek-Místek","Cement Hranice",30,29,2015-05-08,156,"Bohumil Bruna, Petr Halada","Aleš Chrastina","Petr Mazur","Libor Hrabal","Karel Magrla","7thPlaceMatch","2014/2015",0,16,14,1,0
617,11,"Cement Hranice","SKP Frýdek-Místek",35,27,2015-05-15,253,"Tomáš Bubenícek, Jan Kosmák","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur","7thPlaceMatch","2014/2015",0,20,11,3,1
618,12,"KP Brno","A.S.A. Lovosice",24,20,2015-04-11,751,"Milan Hájek, Karel Macho","Andrej Titkov","Pavel Cejka","Vladimír Šuma","Pavel Haken","SemifinalsMatch","2014/2015",1,12,12,2,1
619,13,"M.A.T. Plzen","Baník OKD Karviná",27,23,2015-04-11,1130,"Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Jaroslav Hudecek","Radek Gumolka","SemifinalsMatch","2014/2015",0,16,12,2,2
620,14,"M.A.T. Plzen","Baník OKD Karviná",35,17,2015-04-12,910,"Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Jaroslav Hudecek","Radek Gumolka","SemifinalsMatch","2014/2015",1,18,13,1,2
621,15,"KP Brno","A.S.A. Lovosice",30,28,2015-04-12,825,"Radoslav Kavulic, Libor Skružný","Andrej Titkov","Pavel Cejka","Vladimír Šuma","Pavel Haken","SemifinalsMatch","2014/2015",0,15,16,1,1
622,16,"A.S.A. Lovosice","KP Brno",27,24,2015-04-18,570,"Jirí Opava, Pavel Válek","Vladimír Šuma","Pavel Haken","Andrej Titkov","Jan Pokorný","SemifinalsMatch","2014/2015",1,16,14,5,3
623,17,"Baník OKD Karviná","M.A.T. Plzen",24,32,2015-04-18,1017,"Václav Horácek, Jirí Novotný","Jaroslav Hudecek","Radek Gumolka","Martin Šetlík","Stanislav Raizl","SemifinalsMatch","2014/2015",0,10,15,0,2
624,18,"A.S.A. Lovosice","KP Brno",26,20,2015-04-19,950,"Václav Horácek, Jirí Novotný","Vladimír Šuma","Pavel Haken","Andrej Titkov","Pavel Cejka","SemifinalsMatch","2014/2015",0,14,10,0,3
625,19,"KP Brno","A.S.A. Lovosice",22,23,2015-04-22,1120,"Jirí Opava, Pavel Válek","Andrej Titkov","Pavel Cejka","Vladimír Šuma","Pavel Haken","SemifinalsMatch","2014/2015",0,12,11,3,2
626,20,"Cement Hranice","Dukla Praha",24,26,2015-04-11,185,"Bohumil Bruna, Petr Halada","Libor Hrabal","Martin Potiška","Jan Josef","Daniel Curda","5till8placeMatch","2014/2015",0,12,14,4,4
627,21,"SKP Frýdek-Místek","Gumárny Zubrí",30,26,2015-04-12,465,"Michal Nezbeda, Václav Zelenka","Aleš Chrastina","Petr Mazur","Jirí Kekrt","Ivo Tovaryš","5till8placeMatch","2014/2015",0,17,16,4,1
628,22,"Dukla Praha","Cement Hranice",33,25,2015-04-18,145,"Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Libor Hrabal","Radim Brož","5till8placeMatch","2014/2015",0,18,9,4,4
629,23,"Gumárny Zubrí","SKP Frýdek-Místek",28,19,2015-04-18,650,"Michal Hanák, Luboš Pavlícek","Jirí Kekrt","Ivo Tovaryš","Aleš Chrastina","Petr Mazur","5till8placeMatch","2014/2015",0,14,12,1,3
630,24,"Gumárny Zubrí","Baník OKD Karviná",27,28,2015-03-28,1250,"Lukáš Frieser, Dalibor Pavlát","Jirí Kekrt","Ivo Tovaryš","Jaroslav Hudecek","Radek Gumolka","QuarterfinalsMatch","2014/2015",0,14,8,5,1
631,25,"Cement Hranice","KP Brno",25,27,2015-03-28,310,"Milan Hájek, Karel Macho","Libor Hrabal","Martin Schober","Andrej Titkov","Jan Pokorný","QuarterfinalsMatch","2014/2015",0,12,13,0,4
632,26,"Dukla Praha","A.S.A. Lovosice",22,24,2015-03-28,325,"Ludek Tocík, Martin Zych","Jan Josef","Jirí Kotrc","Vladimír Šuma","Pavel Haken","QuarterfinalsMatch","2014/2015",0,12,11,4,2
633,27,"M.A.T. Plzen","SKP Frýdek-Místek",27,23,2015-03-28,938,"Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch","2014/2015",0,16,14,4,5
634,28,"Cement Hranice","KP Brno",26,27,2015-03-29,390,"Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Schober","Andrej Titkov","Jan Pokorný","QuarterfinalsMatch","2014/2015",0,15,10,1,6
635,29,"Gumárny Zubrí","Baník OKD Karviná",25,30,2015-03-29,1100,"Václav Horácek, Jirí Novotný","Jirí Kekrt","Ivo Tovaryš","Jaroslav Hudecek","Radek Gumolka","QuarterfinalsMatch","2014/2015",1,14,16,4,0
636,30,"Dukla Praha","A.S.A. Lovosice",24,25,2015-03-29,390,"Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Vladimír Šuma","Pavel Haken","QuarterfinalsMatch","2014/2015",0,13,14,2,2
637,31,"M.A.T. Plzen","SKP Frýdek-Místek",25,26,2015-03-29,320,"Lukáš Frieser, Dalibor Pavlát","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","QuarterfinalsMatch","2014/2015",0,14,12,2,2
638,32,"A.S.A. Lovosice","Dukla Praha",26,25,2015-04-04,758,"Václav Horácek, Jirí Novotný","Vladimír Šuma","Pavel Haken","Jan Josef","Daniel Curda","QuarterfinalsMatch","2014/2015",1,14,16,5,1
639,33,"Baník OKD Karviná","Gumárny Zubrí",31,29,2015-04-04,1250,"Ludek Tocík, Martin Zych","Jaroslav Hudecek","Radek Gumolka","Jirí Kekrt","Ivo Tovaryš","QuarterfinalsMatch","2014/2015",0,16,14,2,2
640,34,"SKP Frýdek-Místek","M.A.T. Plzen",18,19,2015-04-04,523,"Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","QuarterfinalsMatch","2014/2015",0,9,7,3,3
641,35,"KP Brno","Cement Hranice",29,24,2015-04-04,980,"Jirí Opava, Pavel Válek","Andrej Titkov","Jan Pokorný","Libor Hrabal","Karel Magrla","QuarterfinalsMatch","2014/2015",0,14,8,1,1
642,36,"SKP Frýdek-Místek","M.A.T. Plzen",15,23,2015-04-05,475,"Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","QuarterfinalsMatch","2014/2015",1,9,10,2,3
643,37,"HC Zlín","Ronal Jicín",22,30,2015-04-19,201,"Premysl Fukala, Radek Mohyla","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","9till12placeMatch","2014/2015",0,13,15,4,4
644,38,"Ronal Jicín","HC Zlín",27,23,2015-04-25,325,"Pavel Blanar, Michael Haramul","Aleš Babák","Petr Kyncl","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0,17,10,3,1
645,39,"Tatran Litovel","Sokol Prerov",41,19,2015-04-18,408,"Tomáš Bubenícek, Jan Kosmák","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0,26,8,1,2
646,40,"Tatran Litovel","Sokol Prerov",32,26,2015-04-19,353,"Bohumil Bruna, Petr Halada","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0,15,10,2,5
647,41,"Sokol Prerov","Tatran Litovel",18,36,2015-05-09,383,"Václav Horácek, Milan Letev","Jirí Kopecký","Richard Bucek","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0,10,17,1,5
648,42,"HC Zlín","Tatran Litovel",23,22,2015-03-28,333,"Bohumil Bruna, Petr Halada","Jirí Micola","Petr Novák","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0,16,9,4,3
649,43,"Ronal Jicín","Sokol Prerov",42,22,2015-03-28,360,"Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0,20,11,2,2
650,44,"Ronal Jicín","Sokol Prerov",34,22,2015-03-29,290,"Martin Kosa, Pavel Švidernoch","Aleš Babák","Petr Kyncl","Jirí Kopecký","Richard Bucek","9till12placeMatch","2014/2015",0,18,8,2,2
651,45,"HC Zlín","Tatran Litovel",23,22,2015-03-29,328,"Marek Becicka, Jirí Horák","Jirí Micola","Petr Novák","Lubomír Krejcír","Jirí Macek","9till12placeMatch","2014/2015",0,12,13,3,5
652,46,"Sokol Prerov","Ronal Jicín",19,40,2015-04-02,30,"Tomáš Bubenícek, Jan Kosmák","Jirí Kopecký","Richard Bucek","Aleš Babák","Petr Kyncl","9till12placeMatch","2014/2015",0,7,21,1,4
653,47,"Tatran Litovel","HC Zlín",29,25,2015-04-04,449,"Radoslav Kavulic, Libor Skružný","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0,15,16,1,2
654,48,"Tatran Litovel","HC Zlín",21,22,2015-04-05,432,"Tomáš Bubenícek, Jan Kosmák","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","9till12placeMatch","2014/2015",0,11,14,1,1
655,49,"Gumárny Zubrí","Dukla Praha",30,27,2015-03-14,1250,"Milan Hájek, Karel Macho","Jirí Kekrt","Ivo Tovaryš","Jan Josef","Daniel Curda","RegularPhaseMatch","2014/2015",0,12,14,3,5
656,50,"A.S.A. Lovosice","Sokol Prerov",40,20,2015-03-14,576,"Pavel Blanar, Michael Haramul","Vladimír Šuma","Pavel Haken",,"Richard Bucek","RegularPhaseMatch","2014/2015",0,18,11,1,2
657,51,"M.A.T. Plzen","SKP Frýdek-Místek",25,19,2015-03-14,760,"Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0,14,14,1,4
658,52,"Baník OKD Karviná","Ronal Jicín",32,18,2015-03-14,1017,"Jirí Opava, Pavel Válek","Jaroslav Hudecek","Radek Gumolka","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0,17,7,2,1
659,53,"Tatran Litovel","HC Zlín",28,24,2015-03-14,432,"Michal Nezbeda, Václav Zelenka","Lubomír Krejcír","Jirí Macek","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0,11,10,2,2
660,54,"Cement Hranice","KP Brno",30,28,2015-03-15,420,"Michal Hanák, Luboš Pavlícek","Libor Hrabal","Martin Schober","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch","2014/2015",1,15,16,1,3
661,55,"SKP Frýdek-Místek","A.S.A. Lovosice",28,27,2015-03-06,492,"Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0,13,11,3,2
662,56,"Ronal Jicín","M.A.T. Plzen",23,24,2015-03-07,780,"Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0,11,10,2,1
663,57,"Sokol Prerov","Cement Hranice",26,37,2015-03-07,185,"Bohumil Bruna, Petr Halada","Jirí Kopecký","Richard Bucek","Libor Hrabal","Martin Schober","RegularPhaseMatch","2014/2015",0,10,18,0,4
664,58,"Dukla Praha","Baník OKD Karviná",36,31,2015-03-07,180,"Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Jaroslav Hudecek","Petr Raszyk","RegularPhaseMatch","2014/2015",0,20,12,6,2
665,59,"KP Brno","Tatran Litovel",30,26,2015-03-07,613,"Milan Hájek, Karel Macho","Andrej Titkov","Jan Pokorný","Kvetoslav Kuba","Jirí Macek","RegularPhaseMatch","2014/2015",0,17,17,5,0
666,60,"HC Zlín","Gumárny Zubrí",27,36,2015-03-07,120,"Marek Becicka, Jirí Horák","Jirí Micola","Petr Novák","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0,11,16,3,4
667,61,"Baník OKD Karviná","HC Zlín",38,14,2015-02-27,420,"Tomáš Bubenícek, Jan Kosmák","Jaroslav Hudecek","Petr Raszyk","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0,22,5,0,1
668,62,"Tatran Litovel","Sokol Prerov",37,21,2015-02-28,493,"Martin Kosa, Pavel Švidernoch","Lubomír Krejcír","Jirí Macek","Jirí Kopecký","Richard Bucek","RegularPhaseMatch","2014/2015",0,17,13,4,4
669,63,"Gumárny Zubrí","KP Brno",36,36,2015-02-28,1150,"Jirí Králícek, Milan Letev","Jirí Kekrt","Ivo Tovaryš","Andrej Titkov","Jan Pokorný","RegularPhaseMatch","2014/2015",0,15,17,0,2
670,64,"Ronal Jicín","Dukla Praha",24,23,2015-03-01,680,"Marek Becicka, Jirí Horák","Aleš Babák","Petr Kyncl","Jan Josef","Jirí Kotrc","RegularPhaseMatch","2014/2015",1,16,12,1,3
671,65,"Cement Hranice","SKP Frýdek-Místek",38,29,2015-03-01,315,"Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Schober","Aleš Chrastina","Petr Mazur","RegularPhaseMatch","2014/2015",0,21,16,1,1
672,66,"M.A.T. Plzen","A.S.A. Lovosice",35,25,2015-03-01,1180,"Jirí Opava, Pavel Válek","Martin Šetlík","Jirí Hynek","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0,15,15,0,3
673,67,"Dukla Praha","M.A.T. Plzen",29,29,2015-02-18,275,"Lukáš Frieser, Dalibor Pavlát","Jan Josef","Jirí Kotrc","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch","2014/2015",0,15,15,1,2
674,68,"Sokol Prerov","Gumárny Zubrí",24,39,2015-02-20,195,"Jirí Kaufman, Filip Procházka","Jirí Kopecký","Richard Bucek","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch","2014/2015",0,8,21,4,2
675,69,"Cement Hranice","A.S.A. Lovosice",19,17,2015-02-21,240,"Ludek Tocík, Martin Zych","Libor Hrabal","Martin Schober","Vladimír Šuma","Pavel Haken","RegularPhaseMatch","2014/2015",0,10,11,3,1
676,70,"KP Brno","Baník OKD Karviná",27,27,2015-02-21,630,"Michal Nezbeda, Václav Zelenka","Andrej Titkov","Jan Pokorný","Jaroslav Hudecek","Petr Raszyk","RegularPhaseMatch","2014/2015",0,13,13,4,3
677,71,"HC Zlín","Ronal Jicín",28,25,2015-02-22,320,"Radoslav Kavulic, Libor Skružný","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","RegularPhaseMatch","2014/2015",0,15,13,3,2
678,72,"SKP Frýdek-Místek","Tatran Litovel",34,22,2015-02-22,483,"Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch","2014/2015",0,15,10,3,1
679,73,"Dukla Praha","HC Zlín",35,22,2015-02-11,275,"Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Jirí Micola","Petr Novák","RegularPhaseMatch","2014/2015",0,18,9,4,4
