"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"HBC Ronal Jicín","M.A.T. Plzen",24,20,"19.9.2015","12 : 11","630","1 : 1","Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"HC Zubrí","Cement Hranice",26,30,"19.9.2015","11 : 17","850","1 : 1","Jirí Opava, Pavel Válek","Andrej Titkov","Pavel Hrachovec","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"SKP Frýdek-Místek","HK FCC Mesto Lovosice",27,24,"20.9.2015","12 : 13","456","2 : 4","Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"HC Zlín","HBC Ronal Jicín",17,21,"12.9.2015","11 : 9","0","1 : 4","Premysl Fukala, Radek Mohyla","Jirí Micola","Petr Novák","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"HK FCC Mesto Lovosice","KP Brno",28,27,"12.9.2015","12 : 13","410","2 : 4","Jirí Opava, Pavel Válek","Vladimír Šuma","Pavel Haken","Michal Hradil","Pavel Cejka","RegularPhaseMatch"
"M.A.T. Plzen","SKP Frýdek-Místek",26,26,"13.9.2015","12 : 14","768","1 : 3","Bohumil Bruna, Petr Halada","Martin Šetlík","Stanislav Raizl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Baník OKD Karviná","HC Zubrí",30,31,"13.9.2015","13 : 15","520","1 : 2","Milan Hájek, Karel Macho","Jaroslav Hudecek","Petr Raszyk","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"Cement Hranice","Dukla Praha",20,19,"13.9.2015","11 : 6","240","3 : 1","Jirí Novotný, Václav Horácek","Libor Hrabal","Martin Schober","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"Koprivnice","Tatran Litovel",25,35,"13.9.2015","11 : 19","0","2 : 1","Milan Hájek, Karel Macho","Ivo Vávra","Igor Fulnek","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"Dukla Praha","Baník OKD Karviná",25,20,"5.9.2015","12 : 12","250","0 : 3","Jirí Opava, Pavel Válek","Jan Josef","Jirí Kotrc","Jaroslav Hudecek","Zdenek Mrózek","RegularPhaseMatch"
"HC Zubrí","HK FCC Mesto Lovosice",33,33,"5.9.2015","18 : 13","800","1 : 3","Michal Hanák, Václav Horácek","Andrej Titkov","Pavel Hrachovec","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"KP Brno","M.A.T. Plzen",22,23,"5.9.2015","9 : 11","420","5 : 2","Bohumil Bruna, Petr Halada","Michal Hradil","Pavel Cejka","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Cement Hranice","Koprivnice",30,26,"6.9.2015","11 : 11","230","4 : 2","Marek Becicka, Tomáš Bubenícek","Libor Hrabal","Martin Schober","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HBC Ronal Jicín","Tatran Litovel",25,19,"6.9.2015","10 : 11","700","2 : 2","Lukáš Frieser, Radoslav Kavulic","Aleš Babák","Petr Kyncl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"SKP Frýdek-Místek","HC Zlín",29,25,"6.9.2015","14 : 15","463","4 : 1","Michal Hanák, Václav Horácek","Aleš Chrastina","Petr Mazur","Jirí Micola","Petr Novák","RegularPhaseMatch"
