"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Zubrí","Trebon",32,16,"21.11.2009","16 : 5","600","4 : 0","Vladimír Vaník, Lubomír Kohout","Jirí Kekrt","Jirí Mika","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch"
"Plzen","Hranice",33,29,"21.11.2009","18 : 16","300","2 : 2","Václav Kohout, Petr Novák","Vladimír Haber","Vladimír Eberle","Jan Hegar","Bretislav Žoch","RegularPhaseMatch"
"Koprivnice","Lovosice",29,24,"22.11.2009","13 : 13","300","3 : 2","Dalibor Pavlát, Petr Pešek","Miroslav Barton","Ivo Vávra","Vojtech Srba","Stanislav Dorn","RegularPhaseMatch"
"Frýdek-Místek","Karviná",27,29,"22.11.2009","18 : 13","428","4 : 1","Adam Kondelka, David Kondelka","Martin Strnadel","Petr Mazur","Jozef Hanták","Martin Kostelník","RegularPhaseMatch"
"Dukla","Koprivnice",27,20,"14.11.2009","13 : 9","175","1 : 4","Bohumil Bruna, René Vostatek","Pavel Pauza","Jirí Kotrc","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Lovosice","Plzen",22,24,"14.11.2009","12 : 10","750","1 : 2","Pavel Válek, Jirí Opava","Vojtech Srba","Stanislav Dorn","Vladimír Haber","Vladimír Eberle","RegularPhaseMatch"
"Zubrí","Dvur Králové",45,20,"14.11.2009","19 : 8","550","5 : 2","Roman Smékal, Tomáš Bubenícek","Jirí Kekrt","Jirí Mika","Petr Šulc","Martin Labský","RegularPhaseMatch"
"Karviná","Trebon",31,27,"15.11.2009","15 : 13","726","2 : 2","Marek Tvrdon, Roman Bauer","Jozef Hanták","Roman Farár","Jan Pavlovský","Karel Petržala","RegularPhaseMatch"
"Hranice","Jicín",36,27,"15.11.2009","18 : 11","500","2 : 1","Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Petr Babák","Vladimír Bohácek","RegularPhaseMatch"
"Prerov","Frýdek-Místek",28,24,"15.11.2009","15 : 14","195","3 : 3","Pavel Nesvadba, Vangelis Simu","Vladimír Schneider","Michal Kavka","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Dvur Králové","Karviná",23,36,"7.11.2009","8 : 15","450","2 : 1","Bedrich Frieser, Lukáš Frieser","Petr Šulc","Martin Labský","Jozef Hanták","Roman Farár","RegularPhaseMatch"
"Trebon","Frýdek-Místek",27,26,"7.11.2009","9 : 12","450","2 : 0","Pavel Nesvadba, Vangelis Simu","Jan Pavlovský","Zdenek Kubík","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Jicín","Lovosice",28,27,"7.11.2009","12 : 11","600","5 : 0","Roman Bauer, Marek Tvrdon","Petr Babák","Vladimír Bohácek","Vojtech Srba","Stanislav Dorn","RegularPhaseMatch"
"Koprivnice","Zubrí",25,37,"7.11.2009","9 : 17","500","3 : 3","Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Jirí Mika","RegularPhaseMatch"
"Hranice","Prerov",28,18,"8.11.2009","15 : 6","400","1 : 2","Michal Hanák, Jan Kosmák","Jan Hegar","Bretislav Žoch","Vladimír Schneider","Michal Kavka","RegularPhaseMatch"
"Plzen","Dukla",22,22,"8.11.2009","11 : 9","1400","2 : 2","Dalibor Pavlát, Petr Pešek","Vladimír Haber","Vladimír Eberle","Pavel Pauza","Jan Krouský","RegularPhaseMatch"
"Dukla","Jicín",24,15,"24.10.2009","13 : 9","190","2 : 2","Milan Hájek, Karel Macho","Pavel Pauza","Jan Krouský","Petr Babák","Vladimír Bohácek","RegularPhaseMatch"
"Zubrí","Plzen",26,23,"24.10.2009","15 : 10","1200","2 : 4","Václav Horácek, Jirí Novotný","Jirí Kekrt","Jirí Mika","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch"
"Karviná","Koprivnice",38,28,"25.10.2009","18 : 13","686","1 : 3","Roman Bauer, Marek Tvrdon","Jozef Hanták","Roman Farár","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Lovosice","Hranice",33,32,"25.10.2009","15 : 12","372","2 : 1","Martin Zych, Petr Halada","Vojtech Srba","Stanislav Dorn","Jan Hegar","Bretislav Žoch","RegularPhaseMatch"
"Prerov","Trebon",23,25,"25.10.2009","13 : 14","232","3 : 0","Dalibor Pavlát, Petr Pešek","Vladimír Schneider","Michal Kavka","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch"
