"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Frýdek-Místek","Dvur Králové",33,28,"25.10.2009","19 : 15","412","3 : 4","Petr Pešek, Dalibor Pavlát","Martin Strnadel","Petr Mazur","Petr Šulc","Karel Hracha","RegularPhaseMatch"
"Plzen","Karviná",30,29,"14.10.2009","14 : 16","1130","2 : 1","Pavel Válek, Jirí Opava","Vladimír Haber","Vladimír Eberle","Jozef Hanták","Roman Farár","RegularPhaseMatch"
"Dvur Králové","Trebon",30,27,"17.10.2009","13 : 15","360","3 : 2","Marek Becicka, Jirí Horák","Petr Šulc","Martin Labský","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch"
"Lovosice","Prerov",39,33,"17.10.2009","21 : 15","450","1 : 3","Bohumil Bruna, René Vostatek","Vojtech Srba","Stanislav Dorn","","Michal Kavka","RegularPhaseMatch"
"Jicín","Zubrí",24,26,"17.10.2009","11 : 14","550","3 : 3","Pavel Nesvadba, Vangelis Simu","Petr Babák","Vladimír Bohácek","Jirí Kekrt","Jirí Mika","RegularPhaseMatch"
"Koprivnice","Frýdek-Místek",34,26,"17.10.2009","17 : 14","800","5 : 3","Petr Novák, Václav Kohout","Miroslav Barton","Ivo Vávra","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Hranice","Dukla",31,34,"4.11.2009","14 : 15","200","4 : 0","Václav Kohout, Petr Novák","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jirí Kotrc","RegularPhaseMatch"
"Karviná","Jicín",31,20,"7.10.2009","17 : 10","700","2 : 3","Milan Hájek, Karel Macho","Jozef Hanták","Roman Farár","Petr Babák","Vladimír Bohácek","RegularPhaseMatch"
"Trebon","Koprivnice",26,24,"10.10.2009","13 : 11","300","2 : 2","Jirí Novotný, Václav Horácek","Jan Pavlovský","Karel Petržala","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Zubrí","Hranice",31,23,"10.10.2009","17 : 13","1100","2 : 3","Lubomír Kohout, Vladimír Vaník","Jirí Kekrt","Jirí Mika","Jan Hegar","Bretislav Žoch","RegularPhaseMatch"
"Frýdek-Místek","Plzen",28,33,"11.10.2009","7 : 21","395","2 : 0","Tomáš Bubenícek, Roman Smékal","Martin Strnadel","Petr Mazur","Vladimír Haber","Vladimír Eberle","RegularPhaseMatch"
"Prerov","Dvur Králové",35,22,"11.10.2009","17 : 8","242","3 : 2","Pavel Nesvadba, Vangelis Simu","","Michal Kavka","Petr Šulc","Martin Labský","RegularPhaseMatch"
"Dukla","Lovosice",24,21,"14.10.2009","12 : 8","210","3 : 4","Roman Bauer, Marek Tvrdon","Pavel Pauza","Jan Krouský","Vojtech Srba","Stanislav Dorn","RegularPhaseMatch"
"Plzen","Trebon",30,24,"2.10.2009","17 : 13","0","4 : 2","Petr Halada, Martin Zych","Vladimír Haber","Vladimír Eberle","Jan Pavlovský","Karel Petržala","RegularPhaseMatch"
"Dukla","Prerov",31,20,"3.10.2009","14 : 9","105","3 : 3","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Jirí Kotrc","Richard Bucek","Michal Kavka","RegularPhaseMatch"
"Jicín","Frýdek-Místek",24,23,"3.10.2009","12 : 14","550","4 : 4","Martin Prucha, Jirí Vetrovský","Petr Babák","Vladimír Bohácek","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Koprivnice","Dvur Králové",32,29,"3.10.2009","16 : 15","300","5 : 6","Roman Bauer, Marek Tvrdon","Miroslav Barton","Ivo Vávra","Petr Šulc","Martin Labský","RegularPhaseMatch"
"Lovosice","Zubrí",20,19,"4.10.2009","12 : 12","350","3 : 1","Petr Novák, Václav Kohout","Vojtech Srba","Stanislav Dorn","Jirí Kekrt","Jirí Mika","RegularPhaseMatch"
"Hranice","Karviná",31,24,"4.10.2009","15 : 14","500","4 : 1","Pavel Nesvadba, Vangelis Simu","Jan Hegar","Bretislav Žoch","Jozef Hanták","Roman Farár","RegularPhaseMatch"
"Dvur Králové","Plzen",29,39,"26.9.2009","15 : 19","450","5 : 6","Jirí Vetrovský, Martin Prucha","Petr Šulc","Martin Labský","Vladimír Haber","Vladimír Eberle","RegularPhaseMatch"
"Karviná","Lovosice",30,27,"27.9.2009","13 : 17","689","3 : 1","Libor Skružný, Radoslav Kavulic","Jozef Hanták","Roman Farár","Vojtech Srba","Stanislav Dorn","RegularPhaseMatch"
"Prerov","Koprivnice",32,39,"27.9.2009","14 : 19","274","5 : 6","Petr Halada, Martin Zych","","Michal Kavka","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Frýdek-Místek","Hranice",25,28,"27.9.2009","14 : 17","486","3 : 0","Václav Horácek, Jirí Novotný","Martin Strnadel","Jan Hrabec","Jan Hegar","Bretislav Žoch","RegularPhaseMatch"
"Trebon","Jicín",32,24,"27.9.2009","15 : 14","350","1 : 2","Vladimír Vaník, Lubomír Kohout","Jan Pavlovský","Karel Petržala","Petr Babák","Vladimír Bohácek","RegularPhaseMatch"
"Zubrí","Dukla",30,30,"28.9.2009","16 : 14","1100","2 : 3","Radoslav Kavulic, Libor Skružný","Jirí Kekrt","Jirí Mika","Pavel Pauza","Jan Krouský","RegularPhaseMatch"
"Lovosice","Frýdek-Místek",28,23,"19.9.2009","12 : 12","400","1 : 1","Petr Halada, Martin Zych","Vojtech Srba","Stanislav Dorn","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Jicín","Dvur Králové",28,21,"19.9.2009","10 : 6","500","3 : 2","Dalibor Pavlát, Petr Pešek","Petr Babák","Vladimír Bohácek","Petr Šulc","Martin Labský","RegularPhaseMatch"
"Zubrí","Prerov",36,26,"19.9.2009","19 : 13","500","5 : 5","Adam Kondelka, David Kondelka","Jirí Kekrt","Jirí Mika","Richard Bucek","Michal Kavka","RegularPhaseMatch"
"Plzen","Koprivnice",31,26,"19.9.2009","14 : 12","350","2 : 5","Radoslav Kavulic, Libor Skružný","Vladimír Haber","Vladimír Eberle","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Dukla","Karviná",17,26,"20.9.2009","8 : 13","145","0 : 0","Václav Kohout, Petr Novák","Pavel Pauza","Jirí Kotrc","Jozef Hanták","Roman Farár","RegularPhaseMatch"
"Hranice","Trebon",31,29,"20.9.2009","16 : 13","250","2 : 3","Roman Smékal, Tomáš Bubenícek","Jan Hegar","Bretislav Žoch","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch"
"Trebon","Lovosice",25,24,"12.9.2009","14 : 11","300","2 : 2","Milan Hájek, Karel Macho","Jan Pavlovský","Karel Petržala","Vojtech Srba","Stanislav Dorn","RegularPhaseMatch"
"Koprivnice","Jicín",28,28,"12.9.2009","15 : 12","200","8 : 5","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Petr Babák","Vladimír Bohácek","RegularPhaseMatch"
"Dvur Králové","Hranice",22,28,"13.9.2009","9 : 14","550","2 : 2","Václav Kohout, Petr Novák","Petr Šulc","Jakub Labský","Jan Hegar","Bretislav Žoch","RegularPhaseMatch"
"Prerov","Plzen",29,33,"13.9.2009","12 : 17","370","6 : 2","Martin Prucha, Jirí Vetrovský","Vladimír Schneider","Michal Kavka","Vladimír Haber","Vladimír Eberle","RegularPhaseMatch"
"Frýdek-Místek","Dukla",27,32,"13.9.2009","15 : 16","426","6 : 2","Lubomír Kohout, Vladimír Vaník","Martin Strnadel","Petr Mazur","Pavel Pauza","Jirí Kotrc","RegularPhaseMatch"
"Karviná","Zubrí",34,29,"4.11.2009","18 : 15","846","5 : 4","Jirí Novotný, Václav Horácek","Jozef Hanták","Roman Farár","Jirí Kekrt","Jirí Mika","RegularPhaseMatch"
"Karviná","Prerov",30,26,"2.9.2009","17 : 13","792","1 : 1","Tomáš Bubenícek, Roman Smékal","Jozef Hanták","Roman Farár","Richard Bucek","Mojmír Valášek","RegularPhaseMatch"
"Lovosice","Dvur Králové",30,16,"5.9.2009","16 : 7","728","3 : 2","Lubomír Kohout, Vladimír Vaník","Vojtech Srba","Stanislav Dorn","Petr Šulc","Martin Labský","RegularPhaseMatch"
"Zubrí","Frýdek-Místek",43,27,"5.9.2009","22 : 14","200","1 : 2","Roman Smékal, Tomáš Bubenícek","Jirí Kekrt","Jirí Mika","Martin Strnadel","Petr Mazur","RegularPhaseMatch"
"Jicín","Plzen",23,24,"6.9.2009","12 : 11","0","2 : 1","Martin Prucha, Jirí Vetrovský","Petr Babák","Vladimír Bohácek","Vladimír Haber","Roman Will","RegularPhaseMatch"
"Hranice","Koprivnice",34,27,"6.9.2009","15 : 14","300","4 : 7","Karel Macho, Milan Hájek","Jan Hegar","Bretislav Žoch","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Dukla","Trebon",36,18,"9.9.2009","13 : 9","85","5 : 0","Dalibor Pavlát, Petr Pešek","Pavel Pauza","Jirí Kotrc","Jan Pavlovský","Karel Petržala","RegularPhaseMatch"
