"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Sokol Prerov","Ronal Jicín",19,39,"8.2.2015","9 : 20","93","3 : 3","Jirí Králícek, Milan Letev","Jirí Kopecký","Richard Bucek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"SKP Frýdek-Místek","Baník OKD Karviná",36,27,"8.2.2015","17 : 14","503","3 : 2","Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Jaroslav Hudecek","Roman Farár","RegularPhaseMatch"
"Baník OKD Karviná","A.S.A. Lovosice",25,24,"18.12.2014","11 : 14","420","0 : 3","Václav Horácek, Jirí Novotný","","Radek Gumolka","Vladimír Šuma","Václav Bruža","RegularPhaseMatch"
"Ronal Jicín","SKP Frýdek-Místek",22,21,"19.12.2014","12 : 12","460","0 : 1","Lukáš Frieser, Dalibor Pavlát","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"HC Zlín","KP Brno",32,31,"20.12.2014","17 : 14","750","1 : 5","Michal Hanák, Luboš Pavlícek","Jirí Micola","Petr Novák","Andrej Titkov","Jan Pokorný","RegularPhaseMatch"
"Dukla Praha","Sokol Prerov",43,16,"20.12.2014","18 : 10","264","1 : 2","Ludek Tocík, Martin Zych","Jirí Kotrc","Jan Josef","Richard Bucek","Richard Bucek","RegularPhaseMatch"
"Gumárny Zubrí","Cement Hranice",30,23,"20.12.2014","18 : 11","1200","6 : 1","Marek Becicka, Jirí Horák","Jirí Kekrt","Ivo Tovaryš","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"M.A.T. Plzen","Tatran Litovel",29,22,"21.12.2014","15 : 9","1240","2 : 3","Tomáš Bubenícek, Jan Kosmák","Martin Šetlík","Stanislav Raizl","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"Sokol Prerov","HC Zlín",27,36,"12.12.2014","14 : 15","118","3 : 2","Tomáš Bubenícek, Jan Kosmák","","Richard Bucek","Jirí Micola","Petr Novák","RegularPhaseMatch"
"A.S.A. Lovosice","Ronal Jicín",26,24,"13.12.2014","14 : 12","750","3 : 1","Jirí Králícek, Milan Letev","Vladimír Šuma","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"KP Brno","M.A.T. Plzen",26,25,"13.12.2014","13 : 14","550","6 : 2","Bohumil Bruna, Petr Halada","Andrej Titkov","Jan Pokorný","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Tatran Litovel","Gumárny Zubrí",31,23,"13.12.2014","17 : 11","450","3 : 7","Michal Hanák, Luboš Pavlícek","Lubomír Krejcír","Jirí Macek","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"Cement Hranice","Baník OKD Karviná",34,26,"14.12.2014","16 : 15","310","4 : 2","Milan Hájek, Karel Macho","Libor Hrabal","Martin Schober","Jaroslav Hudecek","Radek Gumolka","RegularPhaseMatch"
"SKP Frýdek-Místek","Dukla Praha",25,32,"14.12.2014","10 : 15","512","1 : 2","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Jirí Kotrc","Jirí Neumann","RegularPhaseMatch"
"Dukla Praha","A.S.A. Lovosice",22,25,"6.12.2014","12 : 11","280","2 : 3","Marek Becicka, Jirí Horák","Jirí Kotrc","Jan Josef","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"KP Brno","Sokol Prerov",41,22,"6.12.2014","20 : 7","215","4 : 2","Lukáš Frieser, Dalibor Pavlát","Andrej Titkov","Gabriela Topinková","","Richard Bucek","RegularPhaseMatch"
"Ronal Jicín","Cement Hranice",24,16,"6.12.2014","14 : 9","640","6 : 1","Tomáš Bubenícek, Jan Kosmák","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Baník OKD Karviná","Tatran Litovel",31,24,"6.12.2014","15 : 13","425","5 : 3","Michal Nezbeda, Václav Zelenka","","Radek Gumolka","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"M.A.T. Plzen","Gumárny Zubrí",38,32,"7.12.2014","19 : 14","1620","7 : 5","Ludek Tocík, Martin Zych","Martin Šetlík","Stanislav Raizl","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"HC Zlín","SKP Frýdek-Místek",34,30,"7.12.2014","14 : 15","750","3 : 2","Bohumil Bruna, Petr Halada","Jirí Micola","Petr Novák","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"A.S.A. Lovosice","HC Zlín",34,27,"29.11.2014","17 : 17","450","1 : 2","Milan Hájek, Karel Macho","Vladimír Šuma","Pavel Haken","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Tatran Litovel","Ronal Jicín",20,27,"29.11.2014","7 : 14","480","2 : 2","Michal Hanák, Luboš Pavlícek","Lubomír Krejcír","Jirí Macek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Gumárny Zubrí","Baník OKD Karviná",35,27,"29.11.2014","20 : 14","1250","2 : 0","Lukáš Frieser, Dalibor Pavlát","Jirí Kekrt","Ivo Tovaryš","","Radek Gumolka","RegularPhaseMatch"
"Sokol Prerov","M.A.T. Plzen",19,30,"30.11.2014","8 : 17","47","1 : 4","Martin Kosa, Pavel Švidernoch","","Richard Bucek","Martin Šetlík","Zuzana Strýcová","RegularPhaseMatch"
"SKP Frýdek-Místek","KP Brno",25,23,"30.11.2014","12 : 7","492","3 : 3","Ludek Tocík, Martin Zych","Aleš Chrastina","Petr Mazur","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch"
"Cement Hranice","Dukla Praha",26,21,"3.12.2014","14 : 9","210","3 : 1","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Schober","Jirí Kotrc","Jan Josef","RegularPhaseMatch"
"Ronal Jicín","Gumárny Zubrí",25,30,"22.11.2014","12 : 15","610","3 : 0","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"Sokol Prerov","SKP Frýdek-Místek",30,38,"23.11.2014","18 : 17","73","0 : 1","Marek Becicka, Jirí Horák","","Richard Bucek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"M.A.T. Plzen","Baník OKD Karviná",27,17,"23.11.2014","12 : 11","920","4 : 2","Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Marek Michalisko","Radek Gumolka","RegularPhaseMatch"
"HC Zlín","Cement Hranice",23,32,"23.11.2014","14 : 16","800","1 : 1","Radoslav Kavulic, Libor Skružný","Jirí Micola","Petr Novák","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Dukla Praha","Tatran Litovel",35,26,"26.11.2014","18 : 13","115","3 : 3","Bohumil Bruna, Petr Halada","Jirí Kotrc","Jan Josef","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"KP Brno","A.S.A. Lovosice",31,27,"26.11.2014","15 : 12","217","4 : 2","Michal Nezbeda, Václav Zelenka","Andrej Titkov","Jan Pokorný","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"Dukla Praha","Gumárny Zubrí",31,24,"15.11.2014","17 : 9","360","2 : 4","Milan Hájek, Karel Macho","Jirí Kotrc","Jan Josef","Jirí Kekrt","Ivo Tovaryš","RegularPhaseMatch"
"Ronal Jicín","Baník OKD Karviná",26,25,"15.11.2014","13 : 13","682","3 : 4","Michal Nezbeda, Václav Zelenka","Aleš Babák","Petr Kyncl","Marek Michalisko","Petr Raszyk","RegularPhaseMatch"
"Sokol Prerov","A.S.A. Lovosice",24,39,"16.11.2014","12 : 21","57","0 : 0","Michal Hanák, Luboš Pavlícek","","Richard Bucek","Vladimír Šuma","Pavel Haken","RegularPhaseMatch"
"KP Brno","Cement Hranice",26,26,"16.11.2014","15 : 17","315","2 : 2","Lukáš Frieser, Dalibor Pavlát","Andrej Titkov","Jan Pokorný","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"HC Zlín","Tatran Litovel",28,20,"16.11.2014","14 : 10","850","3 : 3","Ludek Tocík, Martin Zych","Jirí Micola","Petr Novák","Lubomír Krejcír","Jirí Macek","RegularPhaseMatch"
"SKP Frýdek-Místek","M.A.T. Plzen",26,21,"16.11.2014","11 : 11","515","7 : 3","Marek Becicka, Jirí Horák","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"A.S.A. Lovosice","SKP Frýdek-Místek",33,31,"8.11.2014","17 : 15","575","3 : 2","Michal Nezbeda, Václav Zelenka","Vladimír Šuma","Pavel Haken","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Tatran Litovel","KP Brno",24,29,"8.11.2014","9 : 15","449","2 : 1","Jirí Králícek, Milan Letev","Lubomír Krejcír","Jirí Macek","Andrej Titkov","Gabriela Topinková","RegularPhaseMatch"
"Gumárny Zubrí","HC Zlín",35,29,"8.11.2014","19 : 14","850","4 : 2","Tomáš Bubenícek, Jan Kosmák","Jirí Kekrt","Ivo Tovaryš","Jirí Micola","Petr Novák","RegularPhaseMatch"
"Cement Hranice","Sokol Prerov",35,15,"9.11.2014","17 : 7","265","0 : 0","Bohumil Bruna, Petr Halada","Libor Hrabal","Martin Schober","","Richard Bucek","RegularPhaseMatch"
