"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Dukla Praha","Koprivnice",36,29,"12.11.2016","15 : 12","128","2 : 2","Premysl Fukala, Radek Mohyla","Jan Josef","Jirí Kotrc","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HC ROBE Zubrí","SKKP Handball Brno",29,27,"12.11.2016","16 : 13","1168","2 : 4","Dalibor Pavlát, Ludek Tocík","Andrej Titkov","Pavel Hrachovec","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","HK FCC Mesto Lovosice",22,31,"13.11.2016","9 : 14","389","4 : 2","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Cement Hranice","HCB Karviná",30,33,"13.11.2016","16 : 11","430","3 : 4","Dalibor Pavlát, Ludek Tocík","Libor Hrabal","Martin Potiška","","Marek Michalisko","RegularPhaseMatch"
"M.A.T. Plzen","HBC Ronal Jicín",27,19,"13.11.2016","13 : 10","590","1 : 1","Premysl Fukala, Radek Mohyla","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Sokol Nové Veselí","Tatran Litovel",31,29,"13.11.2016","14 : 14","400","3 : 1","Lukáš Frieser, Radoslav Kavulic","Pavel Hladík","Filip Vecera","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"HCB Karviná","M.A.T. Plzen",28,25,"28.10.2016","13 : 11","862","2 : 1","Lukáš Frieser, Radoslav Kavulic","","Marek Michalisko","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Cement Hranice",31,26,"28.10.2016","16 : 11","752","2 : 2","Milan Hájek, Václav Zelenka","Milan Berka","Pavel Haken","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","Sokol Nové Veselí",27,24,"28.10.2016","13 : 10","286","0 : 2","Mojmír Valášek, Jaroslav Vychodil","Aleš Chrastina","Petr Mazur","Pavel Hladík","Milan Šedý","RegularPhaseMatch"
"SKKP Handball Brno","Dukla Praha",32,26,"28.10.2016","19 : 12","511","3 : 2","Jirí Králícek, Milan Letev","Zdenek Missbach","David Novotný","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HBC Ronal Jicín","HC ROBE Zubrí",25,26,"28.10.2016","12 : 13","0","4 : 2","Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"Koprivnice","Tatran Litovel",31,26,"28.10.2016","11 : 10","330","2 : 2","Dalibor Pavlát, Ludek Tocík","Ivo Vávra","Igor Fulnek","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"Cement Hranice","Pepino SKP Frýdek-Místek",31,29,"22.10.2016","16 : 19","155","4 : 0","Lukáš Frieser, Radoslav Kavulic","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Dukla Praha","HBC Ronal Jicín",27,22,"22.10.2016","16 : 9","154","3 : 3","Marek Becicka, Tomáš Bubenícek","Jan Josef","Jirí Kotrc","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Tatran Litovel","SKKP Handball Brno",24,29,"22.10.2016","15 : 15","349","1 : 3","Tomáš Kozler, Martin Zych","Michal Hradil","Jirí Macek","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"HC ROBE Zubrí","HCB Karviná",32,25,"22.10.2016","15 : 10","1154","1 : 2","Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","Radek Bartošic","Marek Michalisko","RegularPhaseMatch"
"Sokol Nové Veselí","Koprivnice",27,22,"22.10.2016","14 : 11","350","2 : 4","Michal Hanák, Luboš Pavlícek","Pavel Hladík","Filip Vecera","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"M.A.T. Plzen","HK FCC Mesto Lovosice",29,24,"23.10.2016","13 : 12","920","1 : 2","Premysl Fukala, Radek Mohyla","Martin Šetlík","Stanislav Raizl","Milan Berka","Pavel Haken","RegularPhaseMatch"
"HCB Karviná","Dukla Praha",28,31,"12.10.2016","19 : 16","850","2 : 3","Václav Horácek, Jirí Novotný","Radek Bartošic","Marek Michalisko","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","M.A.T. Plzen",31,29,"12.10.2016","13 : 12","321","4 : 3","Jirí Králícek, Milan Letev","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"HK FCC Mesto Lovosice","HC ROBE Zubrí",33,30,"15.10.2016","19 : 14","0","2 : 4","Marek Becicka, Tomáš Bubenícek","Milan Berka","Pavel Haken","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"SKKP Handball Brno","Koprivnice",32,31,"15.10.2016","18 : 18","428","3 : 2","Lukáš Frieser, Radoslav Kavulic","Zdenek Missbach","Pavel Cejka","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"HBC Ronal Jicín","Tatran Litovel",33,30,"15.10.2016","16 : 12","600","5 : 2","Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Michal Hradil","Jirí Macek","RegularPhaseMatch"
"Cement Hranice","Sokol Nové Veselí",33,35,"16.10.2016","14 : 18","195","5 : 4","Martin Kosa, Pavel Švidernoch","Libor Hrabal","Martin Schober","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"M.A.T. Plzen","Cement Hranice",41,25,"5.10.2016","22 : 13","420","2 : 4","Michal Hanák, Luboš Pavlícek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Dukla Praha","HK FCC Mesto Lovosice",25,28,"5.10.2016","17 : 16","215","3 : 1","Václav Horácek, Jirí Novotný","Jan Josef","Jirí Kotrc","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Tatran Litovel","HCB Karviná",30,35,"8.10.2016","12 : 19","239","4 : 2","Pavel Blanar, Michael Haramul","Michal Hradil","Jirí Macek","Radek Bartošic","Marek Michalisko","RegularPhaseMatch"
"HC ROBE Zubrí","Pepino SKP Frýdek-Místek",31,24,"8.10.2016","18 : 13","950","6 : 2","Michal Nezbeda, Václav Zelenka","Andrej Titkov","Pavel Hrachovec","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","HBC Ronal Jicín",19,23,"8.10.2016","11 : 11","320","3 : 0","Mojmír Valášek, Jaroslav Vychodil","Ivo Vávra","Igor Fulnek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Sokol Nové Veselí","SKKP Handball Brno",20,21,"8.10.2016","10 : 13","350","3 : 4","Premysl Fukala, Radek Mohyla","Pavel Hladík","Filip Vecera","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"M.A.T. Plzen","Sokol Nové Veselí",36,19,"28.9.2016","17 : 10","570","3 : 2","Pavel Blanar, Michael Haramul","Martin Šetlík","Stanislav Raizl","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"HK FCC Mesto Lovosice","Tatran Litovel",40,26,"1.10.2016","20 : 15","550","0 : 0","Milan Hájek, Karel Macho","Milan Berka","Pavel Haken","Alois Lasovský","Jirí Macek","RegularPhaseMatch"
"HBC Ronal Jicín","SKKP Handball Brno",20,25,"1.10.2016","13 : 13","570","0 : 1","Dalibor Pavlát, Ludek Tocík","Aleš Babák","Petr Kyncl","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"HCB Karviná","Koprivnice",31,32,"2.10.2016","16 : 18","858","2 : 2","Marek Becicka, Tomáš Bubenícek","Radek Bartošic","Marek Michalisko","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"Cement Hranice","HC ROBE Zubrí",23,24,"2.10.2016","11 : 10","390","4 : 3","Jirí Opava, Pavel Válek","Libor Hrabal","Martin Schober","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","Dukla Praha",30,34,"2.10.2016","10 : 17","486","7 : 3","Michal Hanák, Luboš Pavlícek","Aleš Chrastina","Petr Mazur","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HC ROBE Zubrí","M.A.T. Plzen",31,29,"24.9.2016","18 : 12","850","2 : 3","Václav Horácek, Jirí Novotný","Andrej Titkov","Pavel Hrachovec","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Dukla Praha","Cement Hranice",45,23,"24.9.2016","22 : 12","125","2 : 3","Lukáš Frieser, Radoslav Kavulic","Jan Josef","Jirí Kotrc","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"Tatran Litovel","Pepino SKP Frýdek-Místek",27,25,"24.9.2016","9 : 9","196","2 : 3","Premysl Fukala, Radek Mohyla","Alois Lasovský","Jirí Macek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","HK FCC Mesto Lovosice",31,31,"24.9.2016","13 : 13","320","2 : 3","Martin Kosa, Pavel Švidernoch","Ivo Vávra","Igor Fulnek","Milan Berka","Pavel Haken","RegularPhaseMatch"
"SKKP Handball Brno","HCB Karviná",31,26,"24.9.2016","17 : 13","250","3 : 2","Michal Nezbeda, Václav Zelenka","Zdenek Missbach","Pavel Cejka","Radek Bartošic","Marek Michalisko","RegularPhaseMatch"
"Sokol Nové Veselí","HBC Ronal Jicín",25,28,"24.9.2016","11 : 16","250","6 : 2","Tomáš Kozler, Martin Zych","Pavel Hladík","Filip Vecera","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"HK FCC Mesto Lovosice","SKKP Handball Brno",32,27,"17.9.2016","15 : 12","468","1 : 4","Pavel Blanar, Michael Haramul","Milan Berka","Pavel Haken","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"HC ROBE Zubrí","Sokol Nové Veselí",33,22,"17.9.2016","17 : 13","720","2 : 6","Mojmír Valášek, Jaroslav Vychodil","Andrej Titkov","Pavel Hrachovec","Pavel Hladík","Tomáš Augustýn","RegularPhaseMatch"
"HCB Karviná","HBC Ronal Jicín",27,25,"18.9.2016","10 : 10","537","1 : 2","Lukáš Frieser, Radoslav Kavulic","Radek Bartošic","Marek Michalisko","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Cement Hranice","Tatran Litovel",42,32,"18.9.2016","22 : 14","270","1 : 2","Marek Becicka, Tomáš Bubenícek","Libor Hrabal","Martin Schober","Alois Lasovský","Jirí Macek","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","Koprivnice",36,23,"18.9.2016","18 : 11","515","3 : 2","Michal Nezbeda, Václav Zelenka","Aleš Chrastina","Petr Mazur","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"M.A.T. Plzen","Dukla Praha",31,24,"21.9.2016","14 : 14","890","2 : 0","Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Jan Josef","Jirí Kotrc","RegularPhaseMatch"
"HBC Ronal Jicín","HK FCC Mesto Lovosice",20,27,"9.9.2016","13 : 12","350","1 : 0","Michal Hanák, Luboš Pavlícek","Aleš Babák","Petr Kyncl","Milan Berka","Pavel Haken","RegularPhaseMatch"
"Tatran Litovel","M.A.T. Plzen",26,28,"10.9.2016","9 : 15","185","3 : 6","Mojmír Valášek, Jaroslav Vychodil","Alois Lasovský","Jirí Macek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"SKKP Handball Brno","Pepino SKP Frýdek-Místek",33,26,"10.9.2016","16 : 12","231","4 : 4","Martin Kosa, Pavel Švidernoch","Zdenek Missbach","Pavel Cejka","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","Cement Hranice",37,35,"10.9.2016","18 : 15","390","6 : 6","Jirí Králícek, Milan Letev","Ivo Vávra","Igor Fulnek","Libor Hrabal","Martin Schober","RegularPhaseMatch"
"Sokol Nové Veselí","HCB Karviná",29,38,"11.9.2016","12 : 21","435","0 : 0","Marek Becicka, Tomáš Bubenícek","Pavel Hladík","Filip Vecera","Radek Bartošic","Marek Michalisko","RegularPhaseMatch"
"Dukla Praha","HC ROBE Zubrí",27,24,"14.9.2016","17 : 13","190","3 : 3","Milan Hájek, Karel Macho","Jan Josef","Jirí Kotrc","Andrej Titkov","Pavel Hrachovec","RegularPhaseMatch"
"Dukla Praha","Sokol Nové Veselí",36,29,"31.8.2016","20 : 14","275","1 : 1","Michal Nezbeda, Václav Zelenka","Jan Josef","Jirí Kotrc","Pavel Hladík","Filip Vecera","RegularPhaseMatch"
"HC ROBE Zubrí","Tatran Litovel",32,26,"3.9.2016","17 : 16","834","4 : 2","Michal Hanák, Luboš Pavlícek","Andrej Titkov","Pavel Hrachovec","Alois Lasovský","Jirí Macek","RegularPhaseMatch"
"HK FCC Mesto Lovosice","HCB Karviná",36,25,"3.9.2016","20 : 13","980","3 : 1","Dalibor Pavlát, Ludek Tocík","Milan Berka","Pavel Haken","Radek Bartošic","Marek Michalisko","RegularPhaseMatch"
"Cement Hranice","SKKP Handball Brno",25,21,"4.9.2016","13 : 10","225","4 : 2","Premysl Fukala, Radek Mohyla","Libor Hrabal","Martin Schober","Zdenek Missbach","Pavel Cejka","RegularPhaseMatch"
"M.A.T. Plzen","Koprivnice",25,22,"4.9.2016","12 : 10","490","0 : 4","Lukáš Frieser, Radoslav Kavulic","Martin Šetlík","Stanislav Raizl","Ivo Vávra","Igor Fulnek","RegularPhaseMatch"
"Pepino SKP Frýdek-Místek","HBC Ronal Jicín",30,28,"4.9.2016","15 : 10","486","7 : 2","Marek Becicka, Tomáš Bubenícek","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
