"Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase"
"Lovosice","Jicín",21,29,"8.5.2013","8 : 16","750","3 : 0","Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","1till6placeMatch"
"Dukla","Zubrí",25,18,"8.5.2013","11 : 9","175","0 : 4","Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Jirí Micola","Michal Balhárek","1till6placeMatch"
"Dukla","Hranice",28,25,"4.5.2013","15 : 14","150","3 : 4","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Libor Hrabal","","1till6placeMatch"
"Zubrí","Jicín",30,23,"5.5.2013","15 : 13","700","2 : 3","Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl","1till6placeMatch"
"Plzen","Lovosice",24,25,"5.5.2013","13 : 14","160","0 : 3","Radoslav Kavulic, Libor Skružný","Martin Šetlík","Stanislav Raizl","Vojtech Srba","Pavel Haken","1till6placeMatch"
"Hranice","Zubrí",27,22,"1.5.2013","15 : 10","440","1 : 1","Václav Horácek, Jirí Novotný","Libor Hrabal","Martin Potiška","Jirí Micola","Michal Balhárek","1till6placeMatch"
"Dukla","Lovosice",25,19,"1.5.2013","18 : 9","280","0 : 4","Michal Hanák, Petr Novák","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","1till6placeMatch"
"Plzen","Jicín",22,22,"1.5.2013","13 : 11","250","0 : 3","Marek Becicka, Jirí Horák","Martin Šetlík","Stanislav Raizl","Aleš Babák","Petr Kyncl","1till6placeMatch"
"Lovosice","Hranice",28,28,"27.4.2013","14 : 11","850","3 : 2","Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","1till6placeMatch"
"Zubrí","Plzen",34,28,"27.4.2013","15 : 14","800","2 : 2","Jirí Opava, Pavel Válek","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl","1till6placeMatch"
"Jicín","Dukla",28,25,"28.4.2013","11 : 13","840","3 : 3","Milan Hájek, Karel Macho","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","1till6placeMatch"
"Lovosice","Zubrí",27,25,"20.4.2013","14 : 10","840","3 : 3","Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Micola","Michal Balhárek","1till6placeMatch"
"Dukla","Plzen",23,23,"20.4.2013","14 : 9","200","2 : 2","Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Šetlík","Stanislav Raizl","1till6placeMatch"
"Hranice","Jicín",25,24,"21.4.2013","10 : 13","370","0 : 2","Jirí Vetrovský, Martin Zych","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","1till6placeMatch"
"Zubrí","Dukla",26,25,"17.4.2013","14 : 9","800","2 : 0","Michal Hanák, Petr Novák","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc","1till6placeMatch"
"Plzen","Hranice",22,25,"17.4.2013","13 : 13","130","1 : 1","Petr Halada, Ludek Tocík","Martin Šetlík","Milan Šedivec","Libor Hrabal","Karel Magrla","1till6placeMatch"
"Jicín","Lovosice",21,20,"17.4.2013","10 : 11","926","2 : 3","Milan Hájek, Karel Macho","Petr Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","1till6placeMatch"
"Lovosice","Plzen",26,26,"13.4.2013","11 : 15","950","2 : 2","Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl","1till6placeMatch"
"Jicín","Zubrí",29,19,"13.4.2013","14 : 10","918","1 : 3","Václav Horácek, Jirí Novotný","Aleš Babák","Petr Kyncl","Jirí Micola","Michal Balhárek","1till6placeMatch"
"Hranice","Dukla",25,25,"14.4.2013","13 : 13","390","3 : 1","Radoslav Kavulic, Libor Skružný","Libor Hrabal","Karel Magrla","Pavel Pauza","Milan Kotrc","1till6placeMatch"
"Karviná","Koprivnice",37,27,"22.5.2013","18 : 11","210","1 : 1","Marek Becicka, Jirí Horák","Ludvík Mrkva","Marek Michalisko","Miroslav Barton","Ivo Vávra","7till12placeMatch"
"KP Brno","Frýdek-Místek",34,29,"26.5.2013","16 : 15","105","0 : 2","Bedrich Frieser, Lukáš Frieser","Jan Hegar","Filip Hruza","Aleš Chrastina","Petr Mazur","7till12placeMatch"
"Prerov","KP Brno",27,32,"19.5.2013","11 : 17","48","2 : 0","Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Richard Bucek","Jan Hegar","Zdenek Zima","7till12placeMatch"
"Frýdek-Místek","Karviná",28,30,"19.5.2013","13 : 17","365","1 : 0",", Milan Letev","Aleš Chrastina","Petr Mazur","Ludvík Mrkva","Roman Farár","7till12placeMatch"
"Karviná","Prerov",31,27,"10.5.2013","19 : 14","186","0 : 2","Václav Horácek, Jirí Novotný","Ludvík Mrkva","Marek Michalisko","Jirí Závodník","Richard Bucek","7till12placeMatch"
"Koprivnice","Frýdek-Místek",33,32,"11.5.2013","18 : 16","420","5 : 1","Milan Hájek, Karel Macho","","Ivo Vávra","Aleš Chrastina","Petr Mazur","7till12placeMatch"
"Prerov","Koprivnice",22,33,"8.5.2013","11 : 16","72","2 : 1","Bedrich Frieser, Lukáš Frieser","Jirí Závodník","Jirí Mužík","Miroslav Barton","Ivo Vávra","7till12placeMatch"
"KP Brno","Karviná",28,34,"8.5.2013","10 : 18","70","2 : 1","Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Ludvík Mrkva","Marek Michalisko","7till12placeMatch"
"Koprivnice","KP Brno",35,29,"4.5.2013","19 : 12","350","4 : 1","Petr Halada, Ludek Tocík","Miroslav Barton","Ivo Vávra","Jan Hegar","Zdenek Zima","7till12placeMatch"
"Frýdek-Místek","Prerov",39,28,"5.5.2013","19 : 15","390","3 : 0","Jirí Opava, Pavel Válek","Aleš Chrastina","Petr Mazur","Jirí Závodník","Jirí Mužík","7till12placeMatch"
"Koprivnice","Karviná",30,33,"30.4.2013","16 : 18","380","3 : 3","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Marek Michalisko","7till12placeMatch"
"Frýdek-Místek","KP Brno",38,25,"1.5.2013","20 : 12","415","4 : 3","Luboš Pavlícek, Rostislav Tokoš","Aleš Chrastina","Petr Mazur","Jan Hegar","Zdenek Zima","7till12placeMatch"
"Karviná","Frýdek-Místek",32,31,"26.4.2013","17 : 11","202","1 : 2","Jirí Králícek, Milan Letev","Ludvík Mrkva","Marek Michalisko","Aleš Chrastina","Petr Mazur","7till12placeMatch"
"KP Brno","Prerov",26,26,"27.4.2013","13 : 14","185","7 : 4","Bohumil Bruna, René Vostatek","Jan Hegar","Filip Hruza","Jirí Závodník","Richard Bucek","7till12placeMatch"
"Frýdek-Místek","Koprivnice",34,30,"21.4.2013","15 : 13","520","3 : 4","Radoslav Kavulic, Libor Skružný","Aleš Chrastina","Petr Mazur","Miroslav Barton","Ivo Vávra","7till12placeMatch"
"Prerov","Karviná",29,34,"24.4.2013","16 : 20","73","1 : 0","Jirí Králícek, Milan Letev","Jirí Závodník","Jirí Mužík","Ludvík Mrkva","Marek Michalisko","7till12placeMatch"
"Karviná","KP Brno",39,25,"17.4.2013","23 : 12","250","3 : 1","Pavel Novotný, Petr Samek","Ludvík Mrkva","Martin Kostelník","Jan Hegar","Zdenek Zima","7till12placeMatch"
"Koprivnice","Prerov",26,22,"17.4.2013","12 : 12","300","4 : 0","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jirí Závodník","Jirí Mužík","7till12placeMatch"
"Prerov","Frýdek-Místek",25,25,"14.4.2013","15 : 13","82","5 : 3","Tomáš Bubenícek, Jan Kosmák","Jirí Závodník","Jirí Mužík","Aleš Chrastina","Petr Mazur","7till12placeMatch"
"KP Brno","Koprivnice",25,24,"14.4.2013","9 : 12","302","3 : 2","Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Miroslav Barton","Ivo Vávra","7till12placeMatch"
"Lovosice","Plzen",34,28,"16.3.2013","15 : 14","875","3 : 5","Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Zubrí","Dukla",25,22,"16.3.2013","12 : 11","1100","2 : 5","Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Hranice","KP Brno",30,24,"17.3.2013","16 : 11","420","2 : 4","Milan Hájek, Karel Macho","Libor Hrabal","Martin Potiška","Jan Hegar","Filip Hruza","RegularPhaseMatch"
"Jicín","Karviná",29,26,"17.3.2013","12 : 14","740","5 : 1","Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Frýdek-Místek","Prerov",28,23,"17.3.2013","11 : 14","380","2 : 5","Bedrich Frieser, Lukáš Frieser","Aleš Chrastina","Petr Mazur","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"Koprivnice","Lovosice",25,25,"9.3.2013","10 : 13","240","2 : 1","Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"KP Brno","Zubrí",21,24,"9.3.2013","11 : 13","905","3 : 3","Jirí Vetrovský, Martin Zych","Jan Hegar","Filip Hruza","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Plzen","Frýdek-Místek",33,28,"9.3.2013","17 : 14","850","2 : 5","Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Karviná","Hranice",26,25,"10.3.2013","16 : 14","382","2 : 0","Václav Horácek, Jirí Novotný","Ludvík Mrkva","Martin Kostelník","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Prerov","Jicín",28,25,"10.3.2013","14 : 11","129","2 : 2","Michal Hanák, Petr Novák","Jirí Závodník","Jirí Mužík","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Lovosice","Frýdek-Místek",29,28,"2.3.2013","10 : 18","650","1 : 1","Petr Halada, Ludek Tocík","Vojtech Srba","Pavel Haken","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Jicín","Plzen",22,18,"2.3.2013","14 : 12","960","6 : 1","Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Zubrí","Karviná",29,26,"2.3.2013","14 : 10","900","1 : 3","Milan Hájek, Karel Macho","Jirí Micola","Michal Balhárek","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Koprivnice","Dukla",23,29,"2.3.2013","10 : 12","255","3 : 1","Jirí Králícek, Milan Letev","Miroslav Barton","Ivo Vávra","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Hranice","Prerov",32,25,"3.3.2013","13 : 11","350","4 : 2","Luboš Pavlícek, Rostislav Tokoš","Libor Hrabal","Martin Potiška","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Dukla","Lovosice",19,18,"23.2.2013","10 : 9","200","5 : 4","Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"KP Brno","Koprivnice",25,21,"23.2.2013","13 : 14","160","0 : 4","Marek Becicka, Jirí Horák","Jan Hegar","Filip Hruza","Jan Martínek","Ivo Vávra","RegularPhaseMatch"
"Plzen","Hranice",22,28,"23.2.2013","11 : 16","580","2 : 2","Jirí Opava, Pavel Válek","Martin Šetlík","Stanislav Raizl","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Prerov","Zubrí",26,26,"24.2.2013","15 : 14","184","5 : 2","Petr Halada, Ludek Tocík","Jirí Závodník","Jirí Mužík","Jirí Micola","Ivo Tovaryš","RegularPhaseMatch"
"Frýdek-Místek","Jicín",29,30,"24.2.2013","16 : 18","245","3 : 2","Pavel Novotný, Petr Samek","Aleš Chrastina","Petr Mazur","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Dukla","KP Brno",20,16,"16.2.2013","11 : 8","180","3 : 2","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Lovosice","Jicín",22,30,"16.2.2013","12 : 15","900","2 : 2","Jirí Opava, Pavel Válek","Vojtech Srba","Pavel Haken","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Zubrí","Plzen",21,20,"16.2.2013","13 : 14","800","3 : 1","Václav Horácek, Jirí Novotný","Jirí Micola","Michal Balhárek","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Koprivnice","Karviná",29,34,"16.2.2013","16 : 19","210","4 : 4","Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Hranice","Frýdek-Místek",35,31,"17.2.2013","21 : 14","240","2 : 6","Jirí Králícek, Milan Letev","Libor Hrabal","Martin Potiška","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"KP Brno","Lovosice",22,22,"9.2.2013","8 : 11","450","2 : 1","Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Jicín","Hranice",26,19,"9.2.2013","13 : 8","830","3 : 2","Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Karviná","Dukla",27,22,"9.2.2013","14 : 12","804","1 : 1","Tomáš Bubenícek, Jan Kosmák","Ludvík Mrkva","Martin Kostelník","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Prerov","Koprivnice",29,25,"10.2.2013","13 : 13","159","4 : 5","Tomáš Kozler, Vladimír Vaník","Jirí Závodník","Jirí Mužík","Miroslav Barton","Zdenek Kovalák","RegularPhaseMatch"
"Frýdek-Místek","Zubrí",32,36,"10.2.2013","16 : 21","420","6 : 1","Adam Kondelka, David Kondelka","Aleš Chrastina","Petr Mazur","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Lovosice","Hranice",27,22,"2.2.2013","12 : 8","820","1 : 1","Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Dukla","Prerov",36,22,"2.2.2013","18 : 8","100","2 : 0","Bohumil Bruna, René Vostatek","Pavel Pauza","Milan Kotrc","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"Zubrí","Jicín",20,28,"2.2.2013","10 : 14","700","1 : 4","Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Koprivnice","Plzen",26,38,"2.2.2013","12 : 23","180","6 : 1","Luboš Pavlícek, Rostislav Tokoš","Miroslav Barton","Ivo Vávra","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"KP Brno","Karviná",31,33,"3.2.2013","20 : 21","616","4 : 0","Jirí Opava, Pavel Válek","Jan Hegar","Filip Hruza","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Karviná","Lovosice",23,25,"19.12.2012","10 : 15","490","2 : 1","Michal Hanák, Petr Novák","Ludvík Mrkva","Roman Farár","Vojtech Srba","","RegularPhaseMatch"
"Frýdek-Místek","Koprivnice",33,29,"21.12.2012","18 : 16","470","2 : 2","Václav Horácek, Jirí Novotný","Aleš Chrastina","Petr Mazur","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Hranice","Zubrí",34,19,"22.12.2012","16 : 8","480","4 : 3","Marek Becicka, Jirí Horák","Libor Hrabal","Martin Potiška","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Prerov","KP Brno",24,26,"23.12.2012","15 : 13","238","3 : 2","Petr Halada, Ludek Tocík","Jirí Závodník","Jirí Mužík","Jan Hegar","Filip Hruza","RegularPhaseMatch"
"Plzen","Dukla",25,23,"23.12.2012","14 : 8","610","4 : 3","Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"KP Brno","Plzen",20,20,"12.12.2012","7 : 7","400","6 : 0","Michal Hanák, Petr Novák","Jan Hegar","Filip Hruza","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Dukla","Frýdek-Místek",28,22,"15.12.2012","14 : 8","120","1 : 1","Tomáš Kozler, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Jicín","Koprivnice",29,21,"15.12.2012","14 : 11","690","2 : 1","Jirí Vetrovský, Martin Zych","Aleš Babák","Petr Kyncl","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Karviná","Prerov",30,24,"15.12.2012","14 : 9","480","0 : 3","Marek Becicka, Jirí Horák","Ludvík Mrkva","Roman Farár","Jirí Závodník","Richard Bucek","RegularPhaseMatch"
"Lovosice","Zubrí",32,32,"15.12.2012","16 : 16","810","2 : 2","Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Prerov","Lovosice",22,39,"5.12.2012","10 : 17","50","1 : 2","Jirí Králícek, Václav Horácek","Jirí Závodník","Jirí Mužík","Vojtech Srba","Radek Provinský","RegularPhaseMatch"
"Jicín","Dukla",22,20,"8.12.2012","10 : 10","805","2 : 1","Radoslav Kavulic, Libor Skružný","Aleš Babák","Petr Kyncl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Plzen","Karviná",31,21,"8.12.2012","13 : 13","980","3 : 0","Bedrich Frieser, Lukáš Frieser","Martin Šetlík","Stanislav Raizl","Ludvík Mrkva","Roman Farár","RegularPhaseMatch"
"Frýdek-Místek","KP Brno",27,27,"9.12.2012","10 : 13","295","3 : 3","Bohumil Bruna, René Vostatek","Aleš Chrastina","Petr Mazur","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Hranice","Koprivnice",33,28,"9.12.2012","17 : 13","260","1 : 6","Petr Halada, Ludek Tocík","Libor Hrabal","Martin Potiška","Ivo Vávra","Zdenek Kovalák","RegularPhaseMatch"
"Dukla","Hranice",19,15,"1.12.2012","8 : 9","140","3 : 5","Jirí Vetrovský, Martin Zych","Pavel Pauza","Milan Kotrc","Libor Hrabal","Karel Magrla","RegularPhaseMatch"
"KP Brno","Jicín",26,26,"1.12.2012","13 : 15","400","3 : 2","Milan Hájek, Karel Macho","Jan Hegar","Filip Hruza","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Karviná","Frýdek-Místek",40,29,"1.12.2012","18 : 15","520","3 : 2","Adam Kondelka, David Kondelka","Ludvík Mrkva","Marek Michalisko","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","Zubrí",26,32,"1.12.2012","13 : 18","580","6 : 4","Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Prerov","Plzen",17,29,"2.12.2012","11 : 18","134","3 : 1","Bohumil Bruna, René Vostatek","Jirí Závodník","Jirí Mužík","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Dukla","Zubrí",28,22,"24.11.2012","15 : 5","170","1 : 2","Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Karviná","Jicín",23,29,"24.11.2012","11 : 12","770","1 : 1","Tomáš Bubenícek, Jan Kosmák","Ludvík Mrkva","Petr Raszyk","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Prerov","Frýdek-Místek",27,27,"25.11.2012","13 : 13","251","4 : 2","Bedrich Frieser, Lukáš Frieser","Jirí Závodník","Jirí Mužík","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"KP Brno","Hranice",25,26,"25.11.2012","7 : 14","430","2 : 0","Radoslav Kavulic, Libor Skružný","Jan Hegar","Filip Hruza","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Plzen","Lovosice",28,24,"25.11.2012","17 : 9","750","4 : 2","Marek Becicka, Jirí Horák","Martin Šetlík","Milan Šedivec","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Lovosice","Koprivnice",37,27,"17.11.2012","18 : 7","750","3 : 5","Tomáš Kozler, Vladimír Vaník","Vojtech Srba","Pavel Haken","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Jicín","Prerov",28,22,"17.11.2012","17 : 11","530","2 : 1","Michal Hanák, Petr Novák","Aleš Babák","Petr Kyncl","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Zubrí","KP Brno",33,27,"17.11.2012","16 : 13","800","0 : 6","Bedrich Frieser, Lukáš Frieser","Jirí Micola","Michal Balhárek","Jan Hegar","Zdenek Zima","RegularPhaseMatch"
"Hranice","Karviná",27,30,"18.11.2012","12 : 12","280","2 : 2","Bedrich Frieser, Lukáš Frieser","Libor Hrabal","Martin Potiška","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Frýdek-Místek","Plzen",27,31,"18.11.2012","14 : 18","325","2 : 3","Tomáš Bubenícek, Jan Kosmák","Aleš Chrastina","Petr Mazur","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Dukla","Koprivnice",31,21,"10.11.2012","16 : 10","135","1 : 3","Petr Halada, Ludek Tocík","Pavel Pauza","Milan Kotrc","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Karviná","Zubrí",29,27,"10.11.2012","16 : 14","680","2 : 5","Radoslav Kavulic, Libor Skružný","Ludvík Mrkva","Martin Kostelník","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Prerov","Hranice",40,36,"11.11.2012","20 : 17","287","3 : 7","Radoslav Kavulic, Libor Skružný","Jirí Závodník","Jirí Mužík","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Plzen","Jicín",25,22,"11.11.2012","13 : 13","380","1 : 4","Bohumil Bruna, René Vostatek","Martin Šetlík","Milan Šedivec","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
"Frýdek-Místek","Lovosice",24,27,"11.11.2012","14 : 14","312","2 : 2","Pavel Novotný, Petr Samek","Aleš Chrastina","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"Jicín","Frýdek-Místek",27,27,"27.10.2012","14 : 16","530","6 : 0","Petr Halada, Ludek Tocík","Aleš Babák","Petr Kyncl","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Zubrí","Prerov",37,22,"27.10.2012","20 : 12","600","1 : 2","Radoslav Kavulic, Libor Skružný","Jirí Micola","Michal Balhárek","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Koprivnice","KP Brno",24,30,"27.10.2012","6 : 15","320","5 : 3","Jirí Vetrovský, Martin Zych","Miroslav Barton","Ivo Vávra","Jan Hegar","Filip Hruza","RegularPhaseMatch"
"Lovosice","Dukla",22,22,"28.10.2012","11 : 12","0","2 : 2","Michal Hanák, Petr Novák","Vojtech Srba","Pavel Haken","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Hranice","Plzen",30,28,"28.10.2012","12 : 10","440","5 : 3","Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Potiška","Martin Šetlík","Stanislav Raizl","RegularPhaseMatch"
"Jicín","Lovosice",24,24,"17.10.2012","17 : 13","690","3 : 2","Marek Becicka, Jirí Horák","Petr Babák","Petr Kyncl","Vojtech Srba","Pavel Haken","RegularPhaseMatch"
"KP Brno","Dukla",26,22,"20.10.2012","11 : 7","820","4 : 2","Luboš Pavlícek, Rostislav Tokoš","Jan Hegar","Filip Hruza","Pavel Pauza","Milan Kotrc","RegularPhaseMatch"
"Karviná","Koprivnice",37,24,"20.10.2012","17 : 11","380","1 : 4","Adam Kondelka, David Kondelka","Ludvík Mrkva","Martin Kostelník","Miroslav Barton","Ivo Vávra","RegularPhaseMatch"
"Plzen","Zubrí",27,21,"21.10.2012","9 : 11","310","1 : 1","Jirí Opava, Pavel Válek","Martin Šetlík","Milan Šedivec","Jirí Micola","Michal Balhárek","RegularPhaseMatch"
"Frýdek-Místek","Hranice",21,36,"21.10.2012","12 : 21","386","1 : 1","Tomáš Bubenícek, Jan Kosmák","Aleš Chrastina","Petr Mazur","Libor Hrabal","Martin Potiška","RegularPhaseMatch"
"Zubrí","Frýdek-Místek",34,19,"13.10.2012","17 : 7","700","3 : 2","Adam Kondelka, David Kondelka","Jirí Micola","Michal Balhárek","Aleš Chrastina","Petr Mazur","RegularPhaseMatch"
"Koprivnice","Prerov",34,29,"13.10.2012","19 : 15","410","2 : 5","Pavel Novotný, Petr Samek","Miroslav Barton","Ivo Vávra","Jirí Závodník","Jirí Mužík","RegularPhaseMatch"
"Dukla","Karviná",32,27,"14.10.2012","18 : 11","140","3 : 2","Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Ludvík Mrkva","Martin Kostelník","RegularPhaseMatch"
"Hranice","Jicín",27,26,"14.10.2012","12 : 12","335","2 : 4","Radoslav Kavulic, Libor Skružný","Libor Hrabal","Martin Potiška","Aleš Babák","Petr Kyncl","RegularPhaseMatch"
